,ID,Crop_Damage
3583,F00013309,1
3584,F00013313,1
3585,F00013314,1
3586,F00013316,1
3587,F00013320,1
3588,F00013322,1
3589,F00013329,1
3590,F00013331,1
3591,F00013333,1
3592,F00013345,1
3593,F00013346,1
3594,F00013349,1
3595,F00013353,1
3596,F00013355,1
3597,F00013356,1
3598,F00013357,1
3599,F00013358,1
3600,F00013369,1
3601,F00013372,1
3602,F00013373,1
3603,F00013384,1
3604,F00013385,1
3605,F00013387,1
3606,F00013388,1
3607,F00013390,1
3608,F00013391,1
3609,F00013393,1
3610,F00013396,1
3611,F00013397,1
3612,F00013403,1
3613,F00013406,1
3614,F00013408,1
3615,F00013412,1
3616,F00013417,1
3617,F00013422,1
3618,F00013427,1
3619,F00013432,1
3620,F00013436,1
3621,F00013445,1
3622,F00013446,1
3623,F00013447,1
3624,F00013449,1
3625,F00013450,1
3626,F00013452,1
3627,F00013454,1
3628,F00013461,1
3629,F00013466,1
3630,F00013472,1
3631,F00013479,1
3632,F00013480,1
3633,F00013481,1
3634,F00013482,1
3635,F00013487,1
3636,F00013495,1
3637,F00013496,1
3638,F00013501,1
3639,F00013502,1
3640,F00013504,1
3641,F00013507,1
3642,F00013509,1
3643,F00013510,1
3644,F00013517,1
3645,F00013527,1
3646,F00013531,1
3647,F00013534,1
3648,F00013539,1
3649,F00013540,1
3650,F00013541,1
3651,F00013544,1
3652,F00013548,1
3653,F00013555,1
3654,F00013558,1
3655,F00013562,1
3656,F00013565,1
3657,F00013570,1
3658,F00013574,1
3659,F00013581,1
3660,F00013592,1
3661,F00013593,1
3662,F00013599,1
3663,F00013600,1
3664,F00013602,1
3665,F00013604,1
3666,F00013608,1
3667,F00013610,1
3668,F00013613,1
3669,F00013614,1
3670,F00013616,1
3671,F00013621,1
3672,F00013623,1
3673,F00013626,1
3674,F00013628,1
3675,F00013631,1
3676,F00013634,1
3677,F00013635,1
3678,F00013636,1
3679,F00013641,1
3680,F00013644,1
3681,F00013645,1
3682,F00013646,1
3683,F00013653,1
3684,F00013654,1
3685,F00013657,1
3686,F00013659,1
3687,F00013660,1
3688,F00013662,1
3689,F00013674,1
3690,F00013681,1
3691,F00013689,1
3692,F00013692,1
3693,F00013693,1
3694,F00013694,1
3695,F00013696,1
3696,F00013698,1
3697,F00013699,1
3698,F00013702,1
3699,F00013708,1
3700,F00013709,1
3701,F00013710,1
3702,F00013711,1
3703,F00013712,1
3704,F00013713,1
3705,F00013724,1
3706,F00013729,1
3707,F00013731,1
3708,F00013736,1
3709,F00013741,1
3710,F00013745,1
3711,F00013747,1
3712,F00013749,1
3713,F00013751,1
3714,F00013754,1
3715,F00013756,1
3716,F00013762,1
3717,F00013767,1
3718,F00013770,1
3719,F00013776,1
3720,F00013777,1
3721,F00013779,1
3722,F00013780,1
3723,F00013781,1
3724,F00013786,1
3725,F00013788,1
3726,F00013790,1
3727,F00013791,1
3728,F00013800,1
3729,F00013806,1
3730,F00013807,1
3731,F00013808,1
3732,F00013809,1
3733,F00013811,1
3734,F00013813,1
3735,F00013818,1
3736,F00013820,1
3737,F00013830,1
3738,F00013832,1
3739,F00013836,1
3740,F00013838,1
3741,F00013843,1
3742,F00013853,1
3743,F00013854,1
3744,F00013857,1
3745,F00013863,1
3746,F00013871,1
3747,F00013875,1
3748,F00013877,1
3749,F00013880,1
3750,F00013886,1
3751,F00013887,1
3752,F00013888,1
3753,F00013889,1
3754,F00013891,1
3755,F00013892,1
3756,F00013916,1
3757,F00013917,1
3758,F00013920,1
3759,F00013931,1
3760,F00013933,1
3761,F00013936,1
3762,F00013940,1
3763,F00013942,1
3764,F00013944,1
3765,F00013947,1
3766,F00013948,1
3767,F00013949,1
3768,F00013950,1
3769,F00013952,1
3770,F00013957,1
3771,F00013962,1
3772,F00013966,1
3773,F00013968,1
3774,F00013970,1
3775,F00013971,1
3776,F00013976,1
3777,F00013977,1
3778,F00013978,1
3779,F00013990,1
3780,F00013991,1
3781,F00013992,1
3782,F00013993,1
3783,F00013996,1
3784,F00014003,1
3785,F00014008,1
3786,F00014009,1
3787,F00014011,1
3788,F00014014,1
3789,F00014017,1
3790,F00014019,1
3791,F00014020,1
3792,F00014026,1
3793,F00014030,1
3794,F00014036,1
3795,F00014039,1
3796,F00014042,1
3797,F00014045,1
3798,F00014046,1
3799,F00014057,1
3800,F00014063,1
3801,F00014067,1
3802,F00014068,1
3803,F00014071,1
3804,F00014073,1
3805,F00014076,1
3806,F00014079,1
3807,F00014096,1
3808,F00014097,1
3809,F00014100,1
3810,F00014117,1
3811,F00014124,1
3812,F00014131,1
3813,F00014135,1
3814,F00014144,1
3815,F00014145,1
3816,F00014148,1
3817,F00014150,1
3818,F00014160,1
3819,F00014161,1
3820,F00014163,1
3821,F00014166,1
3822,F00014170,1
3823,F00014171,1
3824,F00014172,1
3825,F00014173,1
3826,F00014174,1
3827,F00014175,1
3828,F00014177,1
3829,F00014178,1
3830,F00014189,1
3831,F00014192,1
3832,F00014195,1
3833,F00014197,1
3834,F00014199,1
3835,F00014203,1
3836,F00014204,1
3837,F00014206,1
3838,F00014209,1
3839,F00014218,1
3840,F00014223,1
3841,F00014233,1
3842,F00014234,1
3843,F00014236,1
3844,F00014237,1
3845,F00014239,1
3846,F00014241,1
3847,F00014242,1
3848,F00014244,1
3849,F00014248,1
3850,F00014251,1
3851,F00014258,1
3852,F00014259,1
3853,F00014264,1
3854,F00014265,1
3855,F00014270,1
3856,F00014272,1
3857,F00014274,1
3858,F00014275,1
3859,F00014286,1
3860,F00014291,1
3861,F00014293,1
3862,F00014294,1
3863,F00014296,1
3864,F00014302,1
3865,F00014318,1
3866,F00014320,1
3867,F00014321,1
3868,F00014323,1
3869,F00014329,1
3870,F00014330,1
3871,F00014332,1
3872,F00014333,1
3873,F00014339,1
3874,F00014343,1
3875,F00014345,1
3876,F00014346,1
3877,F00014350,1
3878,F00014359,1
3879,F00014361,1
3880,F00014365,1
3881,F00014367,1
3882,F00014371,1
3883,F00014374,1
3884,F00014379,1
3885,F00014380,1
3886,F00014385,1
3887,F00014386,1
3888,F00014391,1
3889,F00014392,1
3890,F00014395,1
3891,F00014397,1
3892,F00014398,1
3893,F00014402,1
3894,F00014410,1
3895,F00014419,1
3896,F00014420,1
3897,F00014421,1
3898,F00014431,1
3899,F00014433,1
3900,F00014434,1
3901,F00014436,1
3902,F00014437,1
3903,F00014439,1
3904,F00014444,1
3905,F00014445,1
3906,F00014447,1
3907,F00014448,1
3908,F00014450,1
3909,F00014451,1
3910,F00014453,1
3911,F00014455,1
3912,F00014458,1
3913,F00014479,1
3914,F00014480,1
3915,F00014485,1
3916,F00014496,1
3917,F00014501,1
3918,F00014502,1
3919,F00014505,1
3920,F00014506,1
3921,F00014519,1
3922,F00014520,1
3923,F00014521,1
3924,F00014526,1
3925,F00014528,1
3926,F00014531,1
3927,F00014533,1
3928,F00014534,1
3929,F00014537,1
3930,F00014538,1
3931,F00014539,1
3932,F00014542,1
3933,F00014544,1
3934,F00014545,1
3935,F00014547,1
3936,F00014563,1
3937,F00014572,1
3938,F00014573,1
3939,F00014575,1
3940,F00014576,1
3941,F00014578,1
3942,F00014586,1
3943,F00014587,1
3944,F00014591,1
3945,F00014593,1
3946,F00014600,1
3947,F00014615,1
3948,F00014618,1
3949,F00014622,1
3950,F00014625,1
3951,F00014627,1
3952,F00014630,1
3953,F00014635,1
3954,F00014642,1
3955,F00014648,1
3956,F00014652,1
3957,F00014653,1
3958,F00014654,1
3959,F00014662,1
3960,F00014668,1
3961,F00014669,1
3962,F00014670,1
3963,F00014671,1
3964,F00014675,1
3965,F00014683,1
3966,F00014692,1
3967,F00014695,1
3968,F00014705,1
3969,F00014706,1
3970,F00014707,1
3971,F00014710,1
3972,F00014717,1
3973,F00014719,1
3974,F00014722,1
3975,F00014726,1
3976,F00014729,1
3977,F00014732,1
3978,F00014734,1
3979,F00014739,1
3980,F00014743,1
3981,F00014752,1
3982,F00014753,1
3983,F00014755,1
3984,F00014756,1
3985,F00014757,1
3986,F00014763,1
3987,F00014765,1
3988,F00014766,1
3989,F00014768,1
3990,F00014776,1
3991,F00014777,1
3992,F00014779,1
3993,F00014788,1
3994,F00014792,1
3995,F00014794,1
3996,F00014797,1
3997,F00014799,1
3998,F00014804,1
3999,F00014810,1
4000,F00014814,1
4001,F00014819,1
4002,F00014827,1
4003,F00014829,1
4004,F00014830,1
4005,F00014833,1
4006,F00014834,1
4007,F00014842,1
4008,F00014843,1
4009,F00014848,1
4010,F00014856,1
4011,F00014857,1
4012,F00014864,1
4013,F00014869,1
4014,F00014876,1
4015,F00014880,1
4016,F00014885,1
4017,F00014890,1
4018,F00014894,1
4019,F00014906,1
4020,F00014907,1
4021,F00014913,1
4022,F00014915,1
4023,F00014916,1
4024,F00014918,1
4025,F00014925,1
4026,F00014927,1
4027,F00014928,1
4028,F00014929,1
4029,F00014943,1
4030,F00014944,1
4031,F00014948,1
4032,F00014952,1
4033,F00014959,1
4034,F00014966,1
4035,F00014967,1
4036,F00014969,1
4037,F00014970,1
4038,F00014972,1
4039,F00014974,1
4040,F00014980,1
4041,F00014984,1
4042,F00014986,1
4043,F00014989,1
4044,F00014995,1
4045,F00014998,1
4046,F00015004,1
4047,F00015009,1
4048,F00015012,1
4049,F00015013,1
4050,F00015015,1
4051,F00015020,1
4052,F00015021,1
4053,F00015023,1
4054,F00015024,1
4055,F00015025,1
4056,F00015026,1
4057,F00015027,1
4058,F00015030,1
4059,F00015037,1
4060,F00015038,1
4061,F00015040,1
4062,F00015043,1
4063,F00015045,1
4064,F00015046,1
4065,F00015054,1
4066,F00015060,1
4067,F00015066,1
4068,F00015072,1
4069,F00015073,1
4070,F00015076,1
4071,F00015083,1
4072,F00015096,1
4073,F00015100,1
4074,F00015103,1
4075,F00015106,1
4076,F00015110,1
4077,F00015111,1
4078,F00015127,1
4079,F00015132,1
4080,F00015137,1
4081,F00015150,1
4082,F00015162,1
4083,F00015164,1
4084,F00015165,1
4085,F00015166,1
4086,F00015171,1
4087,F00015181,1
4088,F00015183,1
4089,F00015189,1
4090,F00015190,1
4091,F00015191,1
4092,F00015196,1
4093,F00015198,1
4094,F00015202,1
4095,F00015207,1
4096,F00015210,1
4097,F00015213,1
4098,F00015214,1
4099,F00015217,1
4100,F00015221,1
4101,F00015226,1
4102,F00015230,1
4103,F00015234,1
4104,F00015235,1
4105,F00015245,1
4106,F00015248,1
4107,F00015250,1
4108,F00015254,1
4109,F00015256,1
4110,F00015259,1
4111,F00015263,1
4112,F00015266,1
4113,F00015268,1
4114,F00015269,1
4115,F00015275,1
4116,F00015276,1
4117,F00015279,1
4118,F00015281,1
4119,F00015293,1
4120,F00015297,1
4121,F00015299,1
4122,F00015301,1
4123,F00015302,1
4124,F00015304,1
4125,F00015306,1
4126,F00015308,1
4127,F00015310,1
4128,F00015311,1
4129,F00015312,1
4130,F00015316,1
4131,F00015317,1
4132,F00015320,1
4133,F00015323,1
4134,F00015328,1
4135,F00015329,1
4136,F00015330,1
4137,F00015332,1
4138,F00015335,1
4139,F00015336,1
4140,F00015337,1
4141,F00015342,1
4142,F00015346,1
4143,F00015354,1
4144,F00015356,1
4145,F00015362,1
4146,F00015366,1
4147,F00015367,1
4148,F00015371,1
4149,F00015373,1
4150,F00015374,1
4151,F00015380,1
4152,F00015382,1
4153,F00015391,1
4154,F00015399,1
4155,F00015400,1
4156,F00015405,1
4157,F00015408,1
4158,F00015410,1
4159,F00015415,1
4160,F00015422,1
4161,F00015430,1
4162,F00015436,1
4163,F00015441,1
4164,F00015443,1
4165,F00015445,1
4166,F00015446,1
4167,F00015449,1
4168,F00015451,1
4169,F00015452,1
4170,F00015459,1
4171,F00015462,1
4172,F00015465,1
4173,F00015471,1
4174,F00015476,1
4175,F00015481,1
4176,F00015482,1
4177,F00015486,1
4178,F00015489,1
4179,F00015492,1
4180,F00015498,1
4181,F00015499,1
4182,F00015501,1
4183,F00015505,1
4184,F00015506,1
4185,F00015514,1
4186,F00015527,1
4187,F00015532,1
4188,F00015533,1
4189,F00015534,1
4190,F00015537,1
4191,F00015541,1
4192,F00015547,1
4193,F00015548,1
4194,F00015552,1
4195,F00015555,1
4196,F00015556,1
4197,F00015558,1
4198,F00015561,1
4199,F00015562,1
4200,F00015564,1
4201,F00015577,1
4202,F00015578,1
4203,F00015580,1
4204,F00015583,1
4205,F00015585,1
4206,F00015586,1
4207,F00015589,1
4208,F00015591,1
4209,F00015596,1
4210,F00015597,1
4211,F00015598,1
4212,F00015607,1
4213,F00015608,1
4214,F00015609,1
4215,F00015616,1
4216,F00015622,1
4217,F00015623,1
4218,F00015625,1
4219,F00015633,1
4220,F00015635,1
4221,F00015636,1
4222,F00015638,1
4223,F00015643,1
4224,F00015645,1
4225,F00015648,1
4226,F00015650,1
4227,F00015652,1
4228,F00015654,1
4229,F00015659,1
4230,F00015666,1
4231,F00015669,1
4232,F00015675,1
4233,F00015676,1
4234,F00015677,1
4235,F00015686,1
4236,F00015688,1
4237,F00015691,1
4238,F00015694,1
4239,F00015700,1
4240,F00015703,1
4241,F00015710,1
4242,F00015711,1
4243,F00015718,1
4244,F00015720,1
4245,F00015721,1
4246,F00015722,1
4247,F00015724,1
4248,F00015728,1
4249,F00015729,1
4250,F00015730,1
4251,F00015734,1
4252,F00015741,1
4253,F00015742,1
4254,F00015746,1
4255,F00015750,1
4256,F00015753,1
4257,F00015755,1
4258,F00015758,1
4259,F00015759,1
4260,F00015760,1
4261,F00015761,1
4262,F00015769,1
4263,F00015770,1
4264,F00015771,1
4265,F00015812,1
4266,F00015814,1
4267,F00015818,1
4268,F00015820,1
4269,F00015829,1
4270,F00015830,1
4271,F00015831,1
4272,F00015832,1
4273,F00015836,1
4274,F00015842,1
4275,F00015844,1
4276,F00015848,1
4277,F00015852,1
4278,F00015861,1
4279,F00015865,1
4280,F00015870,1
4281,F00015871,1
4282,F00015881,1
4283,F00015884,1
4284,F00015887,1
4285,F00015889,1
4286,F00015893,1
4287,F00015894,1
4288,F00015897,1
4289,F00015909,1
4290,F00015911,1
4291,F00015915,1
4292,F00015916,1
4293,F00015919,1
4294,F00015941,1
4295,F00015942,1
4296,F00015945,1
4297,F00015946,1
4298,F00015948,1
4299,F00015952,1
4300,F00015955,1
4301,F00015959,1
4302,F00015960,1
4303,F00015961,1
4304,F00015966,1
4305,F00015967,1
4306,F00015983,1
4307,F00015984,1
4308,F00015987,1
4309,F00015989,1
4310,F00015991,1
4311,F00015992,1
4312,F00015994,1
4313,F00015996,1
4314,F00015997,1
4315,F00016011,1
4316,F00016017,1
4317,F00016022,1
4318,F00016024,1
4319,F00016025,1
4320,F00016026,1
4321,F00016031,1
4322,F00016032,1
4323,F00016033,1
4324,F00016034,1
4325,F00016036,1
4326,F00016038,1
4327,F00016043,1
4328,F00016045,1
4329,F00016053,1
4330,F00016059,1
4331,F00016072,1
4332,F00016078,1
4333,F00016088,1
4334,F00016091,1
4335,F00016092,1
4336,F00016094,1
4337,F00016102,1
4338,F00016104,1
4339,F00016105,1
4340,F00016107,1
4341,F00016108,1
4342,F00016110,1
4343,F00016113,1
4344,F00016116,1
4345,F00016117,1
4346,F00016118,1
4347,F00016128,1
4348,F00016129,1
4349,F00016133,1
4350,F00016138,1
4351,F00016139,1
4352,F00016144,1
4353,F00016145,1
4354,F00016149,1
4355,F00016150,1
4356,F00016153,1
4357,F00016157,1
4358,F00016158,1
4359,F00016161,1
4360,F00016165,1
4361,F00016167,1
4362,F00016174,1
4363,F00016182,1
4364,F00016184,1
4365,F00016188,1
4366,F00016189,1
4367,F00016194,1
4368,F00016196,1
4369,F00016211,1
4370,F00016215,1
4371,F00016219,1
4372,F00016223,1
4373,F00016226,1
4374,F00016228,1
4375,F00016232,1
4376,F00016234,1
4377,F00016235,1
4378,F00016236,1
4379,F00016252,1
4380,F00016259,1
4381,F00016262,1
4382,F00016268,1
4383,F00016283,1
4384,F00016284,1
4385,F00016291,1
4386,F00016292,1
4387,F00016293,1
4388,F00016294,1
4389,F00016299,1
4390,F00016312,1
4391,F00016318,1
4392,F00016323,1
4393,F00016324,1
4394,F00016331,1
4395,F00016332,1
4396,F00016339,1
4397,F00016344,1
4398,F00016353,1
4399,F00016361,1
4400,F00016366,1
4401,F00016367,1
4402,F00016368,1
4403,F00016371,1
4404,F00016372,1
4405,F00016374,1
4406,F00016376,1
4407,F00016377,1
4408,F00016389,1
4409,F00016394,1
4410,F00016399,1
4411,F00016400,1
4412,F00016401,1
4413,F00016405,1
4414,F00016406,1
4415,F00016408,1
4416,F00016416,1
4417,F00016418,1
4418,F00016419,1
4419,F00016431,1
4420,F00016433,1
4421,F00016434,1
4422,F00016435,1
4423,F00016443,1
4424,F00016451,1
4425,F00016453,1
4426,F00016455,1
4427,F00016457,1
4428,F00016459,1
4429,F00016460,1
4430,F00016470,1
4431,F00016471,1
4432,F00016474,1
4433,F00016484,1
4434,F00016486,1
4435,F00016487,1
4436,F00016490,1
4437,F00016504,1
4438,F00016505,1
4439,F00016508,1
4440,F00016509,1
4441,F00016512,1
4442,F00016513,1
4443,F00016517,1
4444,F00016520,1
4445,F00016523,1
4446,F00016526,1
4447,F00016536,1
4448,F00016541,1
4449,F00016547,1
4450,F00016550,1
4451,F00016554,1
4452,F00016555,1
4453,F00016559,1
4454,F00016563,1
4455,F00016566,1
4456,F00016567,1
4457,F00016570,1
4458,F00016583,1
4459,F00016586,1
4460,F00016592,1
4461,F00016593,1
4462,F00016594,1
4463,F00016599,1
4464,F00016602,1
4465,F00016611,1
4466,F00016613,1
4467,F00016614,1
4468,F00016616,1
4469,F00016621,1
4470,F00016627,1
4471,F00016631,1
4472,F00016635,1
4473,F00016640,1
4474,F00016642,1
4475,F00016648,1
4476,F00016651,1
4477,F00016653,1
4478,F00016656,1
4479,F00016660,1
4480,F00016671,1
4481,F00016672,1
4482,F00016675,1
4483,F00016691,1
4484,F00016695,1
4485,F00016696,1
4486,F00016697,1
4487,F00016698,1
4488,F00016703,1
4489,F00016713,1
4490,F00016737,1
4491,F00016743,1
4492,F00016754,1
4493,F00016756,1
4494,F00016760,1
4495,F00016765,1
4496,F00016766,1
4497,F00016771,1
4498,F00016772,1
4499,F00016773,1
4500,F00016782,1
4501,F00016784,1
4502,F00016787,1
4503,F00016790,1
4504,F00016798,1
4505,F00016803,1
4506,F00016814,1
4507,F00016815,1
4508,F00016818,1
4509,F00016819,1
4510,F00016821,1
4511,F00016825,1
4512,F00016827,1
4513,F00016828,1
4514,F00016831,1
4515,F00016838,1
4516,F00016847,1
4517,F00016848,1
4518,F00016849,1
4519,F00016851,1
4520,F00016856,1
4521,F00016859,1
4522,F00016865,1
4523,F00016866,1
4524,F00016869,1
4525,F00016876,1
4526,F00016877,1
4527,F00016878,1
4528,F00016881,1
4529,F00016887,1
4530,F00016892,1
4531,F00016907,1
4532,F00016909,1
4533,F00016912,1
4534,F00016916,1
4535,F00016919,1
4536,F00016924,1
4537,F00016927,1
4538,F00016930,1
4539,F00016931,1
4540,F00016932,1
4541,F00016944,1
4542,F00016945,1
4543,F00016946,1
4544,F00016951,1
4545,F00016957,1
4546,F00016958,1
4547,F00016960,1
4548,F00016962,1
4549,F00016964,1
4550,F00016965,1
4551,F00016968,1
4552,F00016971,1
4553,F00016981,1
4554,F00016983,1
4555,F00016984,1
4556,F00016986,1
4557,F00016991,1
4558,F00016993,1
4559,F00016997,1
4560,F00017001,1
4561,F00017002,1
4562,F00017008,1
4563,F00017016,1
4564,F00017020,1
4565,F00017024,1
4566,F00017025,1
4567,F00017028,1
4568,F00017031,1
4569,F00017056,1
4570,F00017058,1
4571,F00017059,1
4572,F00017062,1
4573,F00017064,1
4574,F00017066,1
4575,F00017069,1
4576,F00017074,1
4577,F00017078,1
4578,F00017080,1
4579,F00017083,1
4580,F00017084,1
4581,F00017090,1
4582,F00017094,1
4583,F00017099,1
4584,F00017101,1
4585,F00017103,1
4586,F00017112,1
4587,F00017114,1
4588,F00017115,1
4589,F00017126,1
4590,F00017128,1
4591,F00017129,1
4592,F00017132,1
4593,F00017135,1
4594,F00017141,1
4595,F00017147,1
4596,F00017153,1
4597,F00017155,1
4598,F00017166,1
4599,F00017170,1
4600,F00017171,1
4601,F00017173,1
4602,F00017174,1
4603,F00017182,1
4604,F00017185,1
4605,F00017192,1
4606,F00017197,1
4607,F00017200,1
4608,F00017202,1
4609,F00017203,1
4610,F00017204,1
4611,F00017228,1
4612,F00017238,1
4613,F00017239,1
4614,F00017242,1
4615,F00017243,1
4616,F00017247,1
4617,F00017252,1
4618,F00017253,1
4619,F00017255,1
4620,F00017262,1
4621,F00017270,1
4622,F00017272,1
4623,F00017273,1
4624,F00017282,1
4625,F00017283,1
4626,F00017284,1
4627,F00017285,1
4628,F00017286,1
4629,F00017287,1
4630,F00017292,1
4631,F00017294,1
4632,F00017296,1
4633,F00017303,1
4634,F00017308,1
4635,F00017311,1
4636,F00017313,1
4637,F00017316,1
4638,F00017320,1
4639,F00017321,1
4640,F00017328,1
4641,F00017330,1
4642,F00017333,1
4643,F00017334,1
4644,F00017341,1
4645,F00017342,1
4646,F00017347,1
4647,F00017350,1
4648,F00017351,1
4649,F00017354,1
4650,F00017355,1
4651,F00017360,1
4652,F00017362,1
4653,F00017366,1
4654,F00017376,1
4655,F00017377,1
4656,F00017386,1
4657,F00017396,1
4658,F00017397,1
4659,F00017398,1
4660,F00017405,1
4661,F00017410,1
4662,F00017412,1
4663,F00017413,1
4664,F00017416,1
4665,F00017418,1
4666,F00017421,1
4667,F00017423,1
4668,F00017425,1
4669,F00017430,1
4670,F00017433,1
4671,F00017434,1
4672,F00017439,1
4673,F00017445,1
4674,F00017451,1
4675,F00017453,1
4676,F00017454,1
4677,F00017458,1
4678,F00017459,1
4679,F00017462,1
4680,F00017471,1
4681,F00017472,1
4682,F00017473,1
4683,F00017478,1
4684,F00017479,1
4685,F00017481,1
4686,F00017483,1
4687,F00017489,1
4688,F00017496,1
4689,F00017499,1
4690,F00017500,1
4691,F00017507,1
4692,F00017508,1
4693,F00017509,1
4694,F00017510,1
4695,F00017511,1
4696,F00017513,1
4697,F00017514,1
4698,F00017515,1
4699,F00017517,1
4700,F00017518,1
4701,F00017523,1
4702,F00017524,1
4703,F00017526,1
4704,F00017529,1
4705,F00017538,1
4706,F00017542,1
4707,F00017549,1
4708,F00017550,1
4709,F00017552,1
4710,F00017560,1
4711,F00017569,1
4712,F00017572,1
4713,F00017579,1
4714,F00017580,1
4715,F00017587,1
4716,F00017588,1
4717,F00017594,1
4718,F00017595,1
4719,F00017597,1
4720,F00017605,1
4721,F00017606,1
4722,F00017612,1
4723,F00017616,1
4724,F00017628,1
4725,F00017629,1
4726,F00017631,1
4727,F00017639,1
4728,F00017645,1
4729,F00017652,1
4730,F00017653,1
4731,F00017658,1
4732,F00017661,1
4733,F00017666,1
4734,F00017671,1
4735,F00017674,1
4736,F00017677,1
4737,F00017682,1
4738,F00017685,1
4739,F00017687,1
4740,F00017688,1
4741,F00017699,1
4742,F00017700,1
4743,F00017702,1
4744,F00017705,1
4745,F00017706,1
4746,F00017708,1
4747,F00017723,1
4748,F00017725,1
4749,F00017729,1
4750,F00017733,1
4751,F00017736,1
4752,F00017740,1
4753,F00017741,1
4754,F00017742,1
4755,F00017743,1
4756,F00017747,1
4757,F00017749,1
4758,F00017756,1
4759,F00017759,1
4760,F00017762,1
4761,F00017763,1
4762,F00017767,1
4763,F00017768,1
4764,F00017774,1
4765,F00017775,1
4766,F00017779,1
4767,F00017780,1
4768,F00017784,1
4769,F00017787,1
4770,F00017788,1
4771,F00017796,1
4772,F00017800,1
4773,F00017803,1
4774,F00017807,1
4775,F00017808,1
4776,F00017813,1
4777,F00017822,1
4778,F00017823,1
4779,F00017826,1
4780,F00017833,1
4781,F00017834,1
4782,F00017839,1
4783,F00017840,1
4784,F00017841,1
4785,F00017848,1
4786,F00017851,1
4787,F00017852,1
4788,F00017855,1
4789,F00017856,1
4790,F00017863,1
4791,F00017864,1
4792,F00017865,1
4793,F00017867,1
4794,F00017869,1
4795,F00017871,1
4796,F00017878,1
4797,F00017884,1
4798,F00017886,1
4799,F00017887,1
4800,F00017893,1
4801,F00017898,1
4802,F00017900,1
4803,F00017906,1
4804,F00017907,1
4805,F00017909,1
4806,F00017910,1
4807,F00017913,1
4808,F00017914,1
4809,F00017919,1
4810,F00017921,1
4811,F00017927,1
4812,F00017930,1
4813,F00017933,1
4814,F00017938,1
4815,F00017940,1
4816,F00017941,1
4817,F00017943,1
4818,F00017946,1
4819,F00017947,1
4820,F00017951,1
4821,F00017952,1
4822,F00017954,1
4823,F00017958,1
4824,F00017963,1
4825,F00017965,1
4826,F00017966,1
4827,F00017971,1
4828,F00017972,1
4829,F00017973,1
4830,F00017976,1
4831,F00017977,1
4832,F00017978,1
4833,F00017983,1
4834,F00017984,1
4835,F00017994,1
4836,F00018000,1
4837,F00018006,1
4838,F00018007,1
4839,F00018010,1
4840,F00018011,1
4841,F00018014,1
4842,F00018015,1
4843,F00018030,1
4844,F00018035,1
4845,F00018038,1
4846,F00018041,1
4847,F00018042,1
4848,F00018058,1
4849,F00018061,1
4850,F00018064,1
4851,F00018065,1
4852,F00018067,1
4853,F00018071,1
4854,F00018075,1
4855,F00018076,1
4856,F00018079,1
4857,F00018088,1
4858,F00018093,1
4859,F00018095,1
4860,F00018098,1
4861,F00018099,1
4862,F00018101,1
4863,F00018111,1
4864,F00018114,1
4865,F00018122,1
4866,F00018129,1
4867,F00018133,1
4868,F00018139,1
4869,F00018141,1
4870,F00018145,1
4871,F00018151,1
4872,F00018153,1
4873,F00018161,1
4874,F00018170,1
4875,F00018180,1
4876,F00018184,1
4877,F00018185,1
4878,F00018187,1
4879,F00018192,1
4880,F00018201,1
4881,F00018209,1
4882,F00018212,1
4883,F00018216,1
4884,F00018221,1
4885,F00018222,1
4886,F00018228,1
4887,F00018235,1
4888,F00018239,1
4889,F00018241,1
4890,F00018243,1
4891,F00018245,1
4892,F00018250,1
4893,F00018255,1
4894,F00018258,1
4895,F00018260,1
4896,F00018269,1
4897,F00018271,1
4898,F00018275,1
4899,F00018279,1
4900,F00018280,1
4901,F00018282,1
4902,F00018287,1
4903,F00018288,1
4904,F00018290,1
4905,F00018291,1
4906,F00018298,1
4907,F00018301,1
4908,F00018302,1
4909,F00018303,1
4910,F00018309,1
4911,F00018321,1
4912,F00018323,1
4913,F00018325,1
4914,F00018326,1
4915,F00018331,1
4916,F00018334,1
4917,F00018341,1
4918,F00018343,1
4919,F00018344,1
4920,F00018352,1
4921,F00018353,1
4922,F00018354,1
4923,F00018357,1
4924,F00018358,1
4925,F00018359,1
4926,F00018360,1
4927,F00018362,1
4928,F00018364,1
4929,F00018376,1
4930,F00018380,1
4931,F00018384,1
4932,F00018390,1
4933,F00018394,1
4934,F00018398,1
4935,F00018403,1
4936,F00018410,1
4937,F00018413,1
4938,F00018414,1
4939,F00018416,1
4940,F00018419,1
4941,F00018422,1
4942,F00018423,1
4943,F00018433,1
4944,F00018445,1
4945,F00018446,1
4946,F00018453,1
4947,F00018454,1
4948,F00018457,1
4949,F00018458,1
4950,F00018461,1
4951,F00018463,1
4952,F00018469,1
4953,F00018470,1
4954,F00018473,1
4955,F00018477,1
4956,F00018481,1
4957,F00018482,1
4958,F00018483,1
4959,F00018486,1
4960,F00018488,1
4961,F00018493,1
4962,F00018494,1
4963,F00018505,1
4964,F00018506,1
4965,F00018516,1
4966,F00018517,1
4967,F00018518,1
4968,F00018524,1
4969,F00018525,1
4970,F00018529,1
4971,F00018531,1
4972,F00018532,1
4973,F00018533,1
4974,F00018536,1
4975,F00018538,1
4976,F00018540,1
4977,F00018544,1
4978,F00018546,1
4979,F00018547,1
4980,F00018549,1
