venue,batting_team,strikerate_20,avg_runs_20,min_runs_20,max_runs_20,avg_wickets_20,min_wickets_20,max_wickets_20,avg_runs_6,min_runs_6,max_runs_6,avg_wickets_6,min_wickets_6,max_wickets_6
M.Chinnaswamy Stadium,Gujarat Lions,114.40999999999988,119.5,104,135,6.5,3,10,45.0,41,49,2.0,2,2
M.Chinnaswamy Stadium,Kolkata Knight Riders,157.79,163.0,48,206,4.833333333333333,3,7,59.833333333333336,37,105,1.1666666666666667,0,3
M.Chinnaswamy Stadium,Mumbai Indians,126.46999999999993,145.22222222222223,111,173,4.666666666666667,1,9,37.666666666666664,21,54,1.7777777777777777,0,4
M.Chinnaswamy Stadium,Pune Warriors,115.76999999999991,144.0,133,155,7.0,5,9,42.5,42,43,2.5,1,4
M.Chinnaswamy Stadium,Punjab Kings,127.27000000000004,139.85714285714286,88,185,6.857142857142857,3,10,50.0,34,68,2.4285714285714284,1,5
M.Chinnaswamy Stadium,Rajasthan Royals,152.27999999999986,123.33333333333333,41,191,3.0,1,5,43.666666666666664,41,45,1.0,0,2
M.Chinnaswamy Stadium,Royal Challengers Bangalore,141.39999999999992,149.35294117647058,2,204,5.588235294117647,0,10,45.3235294117647,2,79,1.5294117647058822,0,5
M.Chinnaswamy Stadium,Sunrisers Hyderabad,155.48000000000013,186.0,172,204,3.6666666666666665,2,6,59.0,56,65,0.6666666666666666,0,1
M.Chinnaswamy Stadium,Royal Challengers Bangalore,250.01,15.0,15,15,0.0,0,0,15.0,15,15,0.0,0,0
M.Chinnaswamy Stadium,Delhi Capitals,183.34000000000003,11.0,11,11,2.0,2,2,11.0,11,11,2.0,2,2
MA Chidambaram Stadium,Chennai Super Kings,127.44999999999995,168.6764705882353,112,246,5.117647058823529,3,10,45.73529411764706,27,67,1.2058823529411764,0,3
MA Chidambaram Stadium,Deccan Chargers,144.81000000000012,190.0,190,190,4.0,4,4,57.0,57,57,2.0,2,2
MA Chidambaram Stadium,Delhi Capitals,91.19999999999987,114.0,114,114,5.0,5,5,27.0,27,27,4.0,4,4
MA Chidambaram Stadium,Kolkata Knight Riders,125.70000000000003,156.6,108,202,7.6,6,9,45.2,22,64,2.6,0,4
MA Chidambaram Stadium,Mumbai Indians,124.14000000000004,154.0,148,159,6.333333333333333,4,9,42.333333333333336,41,45,1.3333333333333333,1,2
MA Chidambaram Stadium,Pune Warriors,130.37999999999982,159.0,159,159,5.0,5,5,48.0,48,48,0.0,0,0
MA Chidambaram Stadium,Punjab Kings,117.7599999999999,146.0,136,156,8.0,8,8,40.5,38,43,0.5,0,1
MA Chidambaram Stadium,Rajasthan Royals,138.68999999999994,172.25,146,211,4.75,4,6,52.5,41,67,0.25,0,1
MA Chidambaram Stadium,Royal Challengers Bangalore,124.99000000000005,152.0,70,205,6.666666666666667,4,10,44.166666666666664,23,68,1.1666666666666667,0,2
MA Chidambaram Stadium,Sunrisers Hyderabad,136.16999999999985,167.0,159,175,4.5,3,6,47.0,40,54,2.0,1,3
MA Chidambaram Stadium,Chennai Super Kings,127.82000000000005,149.5909090909091,71,208,5.2272727272727275,1,10,46.68181818181818,16,75,1.0454545454545454,0,4
MA Chidambaram Stadium,Deccan Chargers,124.32000000000008,148.0,146,150,5.333333333333333,3,8,53.666666666666664,47,64,0.6666666666666666,0,1
MA Chidambaram Stadium,Delhi Capitals,117.5799999999999,137.42857142857142,99,172,7.142857142857143,2,10,49.0,33,64,1.8571428571428572,0,3
MA Chidambaram Stadium,Kochi Tuskers Kerala,111.1400000000001,141.0,141,141,5.0,5,5,40.0,40,40,1.0,1,1
MA Chidambaram Stadium,Kolkata Knight Riders,128.16000000000008,160.2,132,192,6.0,4,9,52.4,37,63,1.2,0,2
MA Chidambaram Stadium,Mumbai Indians,124.74000000000011,148.5,115,202,5.833333333333333,3,9,51.333333333333336,44,61,1.0,0,2
MA Chidambaram Stadium,Pune Warriors,108.0099999999999,134.0,117,151,8.0,7,9,46.5,40,53,3.0,2,4
MA Chidambaram Stadium,Punjab Kings,115.13999999999992,141.75,95,171,7.25,5,9,39.0,35,46,2.0,2,2
MA Chidambaram Stadium,Rajasthan Royals,143.28000000000011,178.33333333333334,145,223,7.333333333333333,5,9,49.0,40,62,1.3333333333333333,0,3
MA Chidambaram Stadium,Royal Challengers Bangalore,119.89999999999989,148.25,124,162,8.25,7,10,42.0,33,47,2.5,2,3
MA Chidambaram Stadium,Sunrisers Hyderabad,136.75999999999988,170.5,164,177,5.5,5,6,40.5,35,46,2.0,2,2
MA Chidambaram Stadium,Chennai Super Kings,180.0,9.0,9,9,2.0,2,2,9.0,9,9,2.0,2,2
MA Chidambaram Stadium,Punjab Kings,250.0,10.0,10,10,1.0,1,1,10.0,10,10,1.0,1,1
Maharashtra Cricket Association Stadium,Chennai Super Kings,156.3900000000002,194.66666666666666,169,211,4.666666666666667,4,5,58.666666666666664,51,69,0.6666666666666666,0,1
Maharashtra Cricket Association Stadium,Delhi Capitals,163.99999999999986,205.0,205,205,4.0,4,4,62.0,62,62,1.0,1,1
Maharashtra Cricket Association Stadium,Gujarat Lions,133.27999999999997,161.0,161,161,10.0,10,10,55.0,55,55,1.0,1,1
Maharashtra Cricket Association Stadium,Mumbai Indians,147.19999999999987,184.0,184,184,8.0,8,8,61.0,61,61,1.0,1,1
Maharashtra Cricket Association Stadium,Punjab Kings,115.27000000000014,136.5,73,165,9.0,7,10,37.5,29,48,3.0,1,5
Maharashtra Cricket Association Stadium,Rajasthan Royals,126.44000000000005,162.0,162,162,7.0,7,7,35.0,35,35,3.0,3,3
Maharashtra Cricket Association Stadium,Rising Pune Supergiant,137.42000000000002,170.6,157,195,4.2,3,5,46.6,31,57,0.8,0,1
Maharashtra Cricket Association Stadium,Royal Challengers Bangalore,131.84000000000012,164.0,127,185,5.333333333333333,3,9,45.333333333333336,41,48,1.0,1,1
Maharashtra Cricket Association Stadium,Sunrisers Hyderabad,139.17000000000002,177.5,176,179,3.5,3,4,37.0,29,45,0.5,0,1
Maharashtra Cricket Association Stadium,Chennai Super Kings,133.80999999999995,155.66666666666666,128,180,3.6666666666666665,2,5,42.666666666666664,33,53,1.3333333333333333,0,3
Maharashtra Cricket Association Stadium,Delhi Capitals,145.53999999999994,183.5,169,198,5.0,5,5,53.0,47,59,1.5,1,2
Maharashtra Cricket Association Stadium,Gujarat Lions,154.39000000000013,196.0,196,196,7.0,7,7,72.0,72,72,0.0,0,0
Maharashtra Cricket Association Stadium,Kolkata Knight Riders,146.25999999999982,168.33333333333334,159,184,5.666666666666667,3,8,52.333333333333336,45,59,1.6666666666666667,1,2
Maharashtra Cricket Association Stadium,Mumbai Indians,139.75000000000014,165.5,161,170,2.0,2,2,48.5,47,50,0.5,0,1
Maharashtra Cricket Association Stadium,Punjab Kings,107.1500000000001,136.0,136,136,8.0,8,8,51.0,51,51,3.0,3,3
Maharashtra Cricket Association Stadium,Rajasthan Royals,105.06000000000013,124.5,109,140,10.0,10,10,37.5,35,40,2.5,2,3
Maharashtra Cricket Association Stadium,Rising Pune Supergiant,133.64999999999998,148.5,78,187,5.333333333333333,1,10,47.666666666666664,36,59,2.1666666666666665,1,4
Maharashtra Cricket Association Stadium,Royal Challengers Bangalore,78.71999999999998,96.0,96,96,9.0,9,9,39.0,39,39,2.0,2,2
Nehru Stadium,Chennai Super Kings,125.93999999999986,131.0,131,131,4.0,4,4,42.0,42,42,1.0,1,1
Nehru Stadium,Deccan Chargers,103.19999999999995,129.0,129,129,7.0,7,7,20.0,20,20,3.0,3,3
Nehru Stadium,Delhi Capitals,125.59999999999994,157.0,157,157,7.0,7,7,34.0,34,34,2.0,2,2
Nehru Stadium,Kochi Tuskers Kerala,127.15999999999985,158.5,156,161,5.0,5,5,48.0,35,61,1.0,0,2
Nehru Stadium,Kochi Tuskers Kerala,105.6,109.33333333333333,74,135,7.666666666666667,3,10,38.333333333333336,29,49,3.3333333333333335,1,6
Nehru Stadium,Kolkata Knight Riders,113.97999999999988,139.0,139,139,7.0,7,7,43.0,43,43,0.0,0,0
Nehru Stadium,Royal Challengers Bangalore,134.10999999999993,162.0,162,162,4.0,4,4,48.0,48,48,2.0,2,2
New Wanderers Stadium,Chennai Super Kings,124.22999999999992,154.5,146,163,7.5,5,10,52.5,52,53,1.0,0,2
New Wanderers Stadium,Deccan Chargers,113.31000000000016,143.0,143,143,6.0,6,6,31.0,31,31,2.0,2,2
New Wanderers Stadium,Delhi Capitals,108.80000000000007,134.0,134,134,7.0,7,7,37.0,37,37,3.0,3,3
New Wanderers Stadium,Kolkata Knight Riders,113.19999999999989,141.5,123,160,6.5,5,8,34.0,31,37,2.0,1,3
New Wanderers Stadium,Mumbai Indians,122.17999999999992,149.0,149,149,4.0,4,4,25.0,25,25,3.0,3,3
New Wanderers Stadium,Punjab Kings,106.12000000000009,134.0,134,134,7.0,7,7,39.0,39,39,3.0,3,3
New Wanderers Stadium,Deccan Chargers,120.3399999999999,149.5,133,166,6.0,4,8,48.0,46,50,1.0,0,2
New Wanderers Stadium,Delhi Capitals,118.20999999999992,135.0,125,145,5.5,3,8,48.0,47,49,1.0,0,2
New Wanderers Stadium,Royal Challengers Bangalore,121.22000000000014,142.75,135,150,4.25,1,9,43.25,27,59,1.25,1,2
Newlands,Deccan Chargers,152.27000000000004,184.0,184,184,6.0,6,6,62.0,62,62,1.0,1,1
Newlands,Kolkata Knight Riders,84.8400000000001,101.0,101,101,10.0,10,10,21.0,21,21,3.0,3,3
Newlands,Mumbai Indians,136.64,165.0,165,165,7.0,7,7,40.0,40,40,1.0,1,1
Newlands,Punjab Kings,119.07000000000004,121.5,104,139,6.5,6,7,52.5,38,67,1.5,1,2
Newlands,Rajasthan Royals,118.81000000000024,150.0,150,150,6.0,6,6,54.0,54,54,2.0,2,2
Newlands,Royal Challengers Bangalore,109.05999999999996,133.0,133,133,8.0,8,8,29.0,29,29,3.0,3,3
Newlands,Chennai Super Kings,118.54000000000006,146.0,146,146,7.0,7,7,40.0,40,40,2.0,2,2
Newlands,Deccan Chargers,130.0,104.0,104,104,2.0,2,2,37.0,37,37,2.0,2,2
Newlands,Delhi Capitals,181.19000000000005,58.0,58,58,0.0,0,0,58.0,58,58,0.0,0,0
Newlands,Kolkata Knight Riders,115.48999999999997,150.0,150,150,8.0,8,8,38.0,38,38,1.0,1,1
Newlands,Rajasthan Royals,76.22000000000004,85.0,58,112,8.5,7,10,23.0,14,32,3.0,2,4
Newlands,Royal Challengers Bangalore,126.76000000000013,160.0,160,160,8.0,8,8,31.0,31,31,2.0,2,2
Newlands,Kolkata Knight Riders,214.28999999999996,15.0,15,15,1.0,1,1,15.0,15,15,1.0,1,1
Newlands,Rajasthan Royals,450.0,18.0,18,18,0.0,0,0,18.0,18,18,0.0,0,0
OUTsurance Oval,Delhi Capitals,107.78999999999988,135.0,120,150,6.0,3,9,36.5,35,38,2.0,2,2
OUTsurance Oval,Punjab Kings,100.85999999999994,123.0,123,123,4.0,4,4,37.0,37,37,3.0,3,3
OUTsurance Oval,Rajasthan Royals,107.15000000000008,136.0,136,136,9.0,9,9,24.0,24,24,2.0,2,2
"Punjab Cricket Association Stadium, Mohali",Chennai Super Kings,162.3000000000002,199.33333333333334,170,240,4.666666666666667,4,5,42.0,31,53,1.3333333333333333,1,2
"Punjab Cricket Association Stadium, Mohali",Deccan Chargers,149.6499999999998,182.5,175,190,4.0,4,4,44.5,42,47,0.5,0,1
"Punjab Cricket Association Stadium, Mohali",Delhi Capitals,107.19000000000013,126.5,67,166,8.75,7,10,39.75,25,45,2.5,1,3
"Punjab Cricket Association Stadium, Mohali",Kolkata Knight Riders,140.91,183.0,183,183,5.0,5,5,50.0,50,50,2.0,2,2
"Punjab Cricket Association Stadium, Mohali",Mumbai Indians,139.68999999999988,172.75,154,189,6.25,3,9,50.75,39,62,1.0,0,2
"Punjab Cricket Association Stadium, Mohali",Pune Warriors,123.38999999999982,150.0,115,185,7.0,4,10,38.5,29,48,1.5,0,3
"Punjab Cricket Association Stadium, Mohali",Punjab Kings,137.75999999999993,165.2,106,221,6.3,3,10,48.06666666666667,34,77,1.2333333333333334,0,4
"Punjab Cricket Association Stadium, Mohali",Rajasthan Royals,143.51999999999995,180.0,177,183,5.5,5,6,58.5,53,64,1.0,1,1
"Punjab Cricket Association Stadium, Mohali",Rising Pune Supergiant,123.41000000000007,152.0,152,152,7.0,7,7,49.0,49,49,1.0,1,1
"Punjab Cricket Association Stadium, Mohali",Royal Challengers Bangalore,136.5300000000001,169.33333333333334,143,190,5.666666666666667,3,8,54.666666666666664,50,58,1.0,0,3
"Punjab Cricket Association Stadium, Mohali",Sunrisers Hyderabad,135.71000000000012,164.25,150,207,5.0,3,7,45.0,27,60,1.25,0,2
"Punjab Cricket Association Stadium, Mohali",Chennai Super Kings,136.1399999999999,155.33333333333334,134,193,2.6666666666666665,0,5,46.0,38,53,1.3333333333333333,0,2
"Punjab Cricket Association Stadium, Mohali",Delhi Capitals,128.51000000000005,156.66666666666666,146,172,6.666666666666667,5,10,46.333333333333336,39,51,1.0,0,2
"Punjab Cricket Association Stadium, Mohali",Gujarat Lions,153.44000000000005,177.0,162,192,4.5,4,5,57.5,57,58,1.0,0,2
"Punjab Cricket Association Stadium, Mohali",Kolkata Knight Riders,135.9899999999999,154.66666666666666,127,185,5.0,2,9,52.833333333333336,31,65,1.5,0,4
"Punjab Cricket Association Stadium, Mohali",Mumbai Indians,117.93999999999996,133.25,87,171,7.0,3,10,43.5,33,62,1.25,0,3
"Punjab Cricket Association Stadium, Mohali",Pune Warriors,110.16000000000007,120.0,120,120,5.0,5,5,40.0,40,40,1.0,1,1
"Punjab Cricket Association Stadium, Mohali",Punjab Kings,131.49999999999994,157.23076923076923,68,207,4.961538461538462,0,10,50.76923076923077,33,76,1.2692307692307692,0,3
"Punjab Cricket Association Stadium, Mohali",Rajasthan Royals,131.82999999999998,161.4,147,180,6.2,2,8,43.8,38,54,1.4,1,2
"Punjab Cricket Association Stadium, Mohali",Royal Challengers Bangalore,144.5999999999999,152.0,84,184,4.25,2,6,52.75,36,63,1.75,1,3
"Punjab Cricket Association Stadium, Mohali",Sunrisers Hyderabad,142.0699999999999,179.0,178,180,4.0,3,5,47.5,40,55,1.5,0,3
"Rajiv Gandhi International Stadium, Uppal",Chennai Super Kings,143.83000000000013,179.0,132,223,3.6666666666666665,3,5,39.333333333333336,27,50,0.6666666666666666,0,1
"Rajiv Gandhi International Stadium, Uppal",Deccan Chargers,133.17000000000007,161.58333333333334,132,214,7.0,4,10,40.166666666666664,23,58,1.4166666666666667,0,3
"Rajiv Gandhi International Stadium, Uppal",Delhi Capitals,110.2500000000001,132.66666666666666,80,163,7.333333333333333,5,10,45.666666666666664,26,60,1.3333333333333333,1,2
"Rajiv Gandhi International Stadium, Uppal",Gujarat Lions,106.76999999999987,130.5,126,135,6.5,6,7,33.0,26,40,2.5,2,3
"Rajiv Gandhi International Stadium, Uppal",Kolkata Knight Riders,132.6699999999999,165.5,130,204,5.75,4,8,44.5,33,61,1.25,1,2
"Rajiv Gandhi International Stadium, Uppal",Mumbai Indians,118.3199999999999,146.66666666666666,129,178,6.555555555555555,4,8,43.55555555555556,30,57,1.8888888888888888,1,3
"Rajiv Gandhi International Stadium, Uppal",Punjab Kings,118.24000000000005,145.33333333333334,123,170,6.666666666666667,5,9,40.666666666666664,35,51,1.0,0,2
"Rajiv Gandhi International Stadium, Uppal",Rajasthan Royals,120.72999999999999,149.66666666666666,125,198,6.333333333333333,2,9,41.333333333333336,35,48,1.0,1,1
"Rajiv Gandhi International Stadium, Uppal",Rising Pune Supergiant,119.5600000000001,148.0,148,148,8.0,8,8,35.0,35,35,1.0,1,1
"Rajiv Gandhi International Stadium, Uppal",Royal Challengers Bangalore,118.25999999999988,145.0,130,160,7.0,6,8,32.5,25,40,2.0,2,2
"Rajiv Gandhi International Stadium, Uppal",Sunrisers Hyderabad,138.00000000000006,165.9090909090909,113,231,6.090909090909091,2,10,48.5,21,79,1.1818181818181819,0,3
"Rajiv Gandhi International Stadium, Uppal",Chennai Super Kings,125.67000000000003,155.33333333333334,148,170,5.333333333333333,3,7,50.333333333333336,44,54,1.3333333333333333,1,2
"Rajiv Gandhi International Stadium, Uppal",Deccan Chargers,121.91000000000008,148.5,128,181,6.833333333333333,5,8,44.5,32,58,2.0,0,3
"Rajiv Gandhi International Stadium, Uppal",Delhi Capitals,154.14999999999998,168.2,143,193,3.2,1,6,49.4,29,64,1.4,1,3
"Rajiv Gandhi International Stadium, Uppal",Kolkata Knight Riders,131.4600000000002,156.5,146,173,4.25,2,7,44.0,30,66,1.0,0,2
"Rajiv Gandhi International Stadium, Uppal",Mumbai Indians,134.85999999999996,137.0,114,160,2.0,1,3,38.0,38,38,0.5,0,1
"Rajiv Gandhi International Stadium, Uppal",Pune Warriors,105.73999999999998,120.5,104,137,7.0,4,10,39.5,27,52,0.0,0,0
"Rajiv Gandhi International Stadium, Uppal",Punjab Kings,139.67999999999998,166.28571428571428,119,211,6.285714285714286,2,10,53.57142857142857,41,86,0.8571428571428571,0,2
"Rajiv Gandhi International Stadium, Uppal",Rajasthan Royals,131.2700000000001,157.0,113,217,6.0,2,9,45.666666666666664,31,73,0.6666666666666666,0,1
"Rajiv Gandhi International Stadium, Uppal",Rising Pune Supergiant,113.21999999999997,111.0,94,128,4.5,3,6,42.0,38,46,1.0,1,1
"Rajiv Gandhi International Stadium, Uppal",Royal Challengers Bangalore,125.04999999999993,140.5,83,179,7.375,4,10,47.25,28,83,2.0,1,4
"Rajiv Gandhi International Stadium, Uppal",Sunrisers Hyderabad,122.96000000000006,139.72727272727272,81,201,5.0,1,10,49.04545454545455,33,72,1.0,0,3
"Rajiv Gandhi International Stadium, Uppal",Sunrisers Hyderabad,285.71,20.0,20,20,0.0,0,0,20.0,20,20,0.0,0,0
"Rajiv Gandhi International Stadium, Uppal",Royal Challengers Bangalore,250.01,15.0,15,15,0.0,0,0,15.0,15,15,0.0,0,0
"Sardar Patel Stadium, Motera",Chennai Super Kings,126.72000000000006,156.0,156,156,4.0,4,4,39.0,39,39,2.0,2,2
"Sardar Patel Stadium, Motera",Deccan Chargers,116.66000000000015,148.0,148,148,9.0,9,9,55.0,55,55,2.0,2,2
"Sardar Patel Stadium, Motera",Mumbai Indians,140.21999999999986,171.0,164,178,4.5,3,6,36.5,31,42,1.0,0,2
"Sardar Patel Stadium, Motera",Rajasthan Royals,137.41,168.28571428571428,130,201,6.857142857142857,6,9,50.57142857142857,43,58,1.2857142857142858,0,3
"Sardar Patel Stadium, Motera",Sunrisers Hyderabad,109.87999999999987,134.0,134,134,9.0,9,9,50.0,50,50,1.0,1,1
"Sardar Patel Stadium, Motera",Chennai Super Kings,129.9300000000001,160.0,160,160,6.0,6,6,58.0,58,58,1.0,1,1
"Sardar Patel Stadium, Motera",Delhi Capitals,120.82999999999994,140.5,139,142,6.5,4,9,47.0,34,60,2.0,2,2
"Sardar Patel Stadium, Motera",Kolkata Knight Riders,119.9899999999998,147.0,134,160,5.5,5,6,44.0,38,50,0.5,0,1
"Sardar Patel Stadium, Motera",Punjab Kings,158.0200000000001,191.0,191,191,6.0,6,6,40.0,40,40,1.0,1,1
"Sardar Patel Stadium, Motera",Rajasthan Royals,125.40000000000013,145.6,102,165,5.0,2,10,45.4,37,54,1.4,0,3
"Sardar Patel Stadium, Motera",Royal Challengers Bangalore,138.06000000000006,134.0,134,134,1.0,1,1,49.0,49,49,1.0,1,1
"Sardar Patel Stadium, Motera",Punjab Kings,214.29,15.0,15,15,2.0,2,2,15.0,15,15,2.0,2,2
"Sardar Patel Stadium, Motera",Rajasthan Royals,150.0,6.0,6,6,2.0,2,2,6.0,6,6,2.0,2,2
Saurashtra Cricket Association Stadium,Gujarat Lions,124.14999999999988,155.0,135,183,7.0,4,9,46.25,35,52,2.0,1,3
Saurashtra Cricket Association Stadium,Punjab Kings,140.63999999999976,171.0,154,188,8.5,7,10,54.5,50,59,0.5,0,1
Saurashtra Cricket Association Stadium,Rising Pune Supergiant,136.93999999999977,167.0,163,171,6.5,5,8,60.5,57,64,1.5,1,2
Saurashtra Cricket Association Stadium,Royal Challengers Bangalore,160.5999999999998,196.5,180,213,2.0,2,2,47.5,45,50,0.5,0,1
Saurashtra Cricket Association Stadium,Delhi Capitals,141.30999999999986,150.0,150,150,2.0,2,2,61.0,61,61,0.0,0,0
Saurashtra Cricket Association Stadium,Gujarat Lions,139.19000000000014,167.16666666666666,131,192,5.5,3,9,56.333333333333336,36,72,1.1666666666666667,0,2
Saurashtra Cricket Association Stadium,Kolkata Knight Riders,191.63999999999993,184.0,184,184,0.0,0,0,73.0,73,73,0.0,0,0
Saurashtra Cricket Association Stadium,Mumbai Indians,126.66999999999994,153.0,153,153,10.0,10,10,61.0,61,61,1.0,1,1
Saurashtra Cricket Association Stadium,Sunrisers Hyderabad,145.68000000000006,137.0,137,137,0.0,0,0,63.0,63,63,0.0,0,0
Saurashtra Cricket Association Stadium,Mumbai Indians,220.0,11.0,11,11,2.0,2,2,11.0,11,11,2.0,2,2
Saurashtra Cricket Association Stadium,Gujarat Lions,75.0,6.0,6,6,0.0,0,0,6.0,6,6,0.0,0,0
Sawai Mansingh Stadium,Chennai Super Kings,125.16999999999989,155.5,109,196,5.25,3,10,46.25,37,55,1.25,0,4
Sawai Mansingh Stadium,Deccan Chargers,135.53999999999996,168.0,140,196,5.0,2,8,53.5,50,57,0.0,0,0
Sawai Mansingh Stadium,Delhi Capitals,124.33999999999997,153.66666666666666,151,156,5.666666666666667,4,7,39.666666666666664,30,47,1.6666666666666667,1,2
Sawai Mansingh Stadium,Kochi Tuskers Kerala,88.47000000000008,109.0,109,109,10.0,10,10,32.0,32,32,2.0,2,2
Sawai Mansingh Stadium,Mumbai Indians,118.56000000000007,148.2,94,174,6.4,5,8,39.2,29,47,1.4,0,3
Sawai Mansingh Stadium,Pune Warriors,128.82999999999987,160.5,143,178,5.5,4,7,55.0,49,61,0.5,0,1
Sawai Mansingh Stadium,Punjab Kings,126.7699999999999,156.75,124,184,7.0,4,10,43.0,32,54,1.5,1,3
Sawai Mansingh Stadium,Rajasthan Royals,128.8400000000001,161.05,126,197,5.3,1,8,44.4,28,63,1.05,0,3
Sawai Mansingh Stadium,Royal Challengers Bangalore,139.70000000000005,172.66666666666666,158,189,4.333333333333333,3,6,46.666666666666664,37,55,0.6666666666666666,0,1
Sawai Mansingh Stadium,Sunrisers Hyderabad,122.79,151.66666666666666,144,160,8.0,7,9,39.666666666666664,29,51,2.3333333333333335,1,5
Sawai Mansingh Stadium,Chennai Super Kings,116.54999999999987,141.0,127,155,6.0,6,6,30.0,24,36,3.0,2,4
Sawai Mansingh Stadium,Delhi Capitals,160.29999999999998,132.33333333333334,60,193,4.0,4,4,60.0,59,61,1.6666666666666667,0,4
Sawai Mansingh Stadium,Kolkata Knight Riders,130.2499999999999,146.83333333333334,125,163,6.0,1,10,49.666666666666664,27,65,1.8333333333333333,0,4
Sawai Mansingh Stadium,Mumbai Indians,110.15000000000002,127.5,92,163,5.0,0,10,35.0,26,44,1.0,0,2
Sawai Mansingh Stadium,Pune Warriors,102.49999999999984,125.0,125,125,9.0,9,9,33.0,33,33,4.0,4,4
Sawai Mansingh Stadium,Punjab Kings,124.22999999999986,151.5,143,160,8.0,7,9,39.0,33,45,2.5,2,3
Sawai Mansingh Stadium,Rajasthan Royals,127.1499999999999,150.40740740740742,95,197,4.666666666666667,1,10,46.074074074074076,18,70,1.037037037037037,0,3
Sawai Mansingh Stadium,Royal Challengers Bangalore,125.10000000000005,137.25,132,151,6.25,1,10,50.75,23,66,1.5,0,3
Shaheed Veer Narayan Singh International Stadium,Chennai Super Kings,99.00999999999993,119.0,119,119,6.0,6,6,16.0,16,16,1.0,1,1
Shaheed Veer Narayan Singh International Stadium,Delhi Capitals,119.85999999999983,151.0,138,164,6.5,5,8,40.0,37,43,1.5,1,2
Shaheed Veer Narayan Singh International Stadium,Kolkata Knight Riders,108.79999999999991,136.0,136,136,7.0,7,7,37.0,37,37,3.0,3,3
Shaheed Veer Narayan Singh International Stadium,Sunrisers Hyderabad,131.60999999999987,160.5,158,163,5.5,4,7,43.5,41,46,1.5,1,2
Shaheed Veer Narayan Singh International Stadium,Delhi Capitals,126.49999999999994,143.75,120,161,3.75,3,4,37.0,28,49,1.5,1,2
Shaheed Veer Narayan Singh International Stadium,Pune Warriors,121.02000000000005,149.0,149,149,4.0,4,4,43.0,43,43,0.0,0,0
Shaheed Veer Narayan Singh International Stadium,Royal Challengers Bangalore,125.12000000000008,139.0,139,139,4.0,4,4,49.0,49,49,2.0,2,2
Sharjah Cricket Stadium,Chennai Super Kings,117.54999999999988,146.5,114,179,6.5,4,9,31.5,24,39,3.0,1,5
Sharjah Cricket Stadium,Delhi Capitals,149.16000000000014,185.66666666666666,145,228,5.333333333333333,4,8,46.0,30,57,2.3333333333333335,1,3
Sharjah Cricket Stadium,Kolkata Knight Riders,120.5799999999999,149.5,149,150,8.0,7,9,48.0,42,54,2.5,2,3
Sharjah Cricket Stadium,Mumbai Indians,130.76000000000005,160.66666666666666,125,208,6.666666666666667,5,8,44.333333333333336,37,48,2.0,2,2
Sharjah Cricket Stadium,Punjab Kings,165.82000000000014,208.0,193,223,4.0,2,6,51.5,43,60,0.0,0,0
Sharjah Cricket Stadium,Rajasthan Royals,162.2700000000001,203.5,191,216,6.0,5,7,54.0,54,54,1.0,1,1
Sharjah Cricket Stadium,Royal Challengers Bangalore,129.9300000000001,161.66666666666666,120,194,5.0,2,7,44.666666666666664,30,57,1.0,0,2
Sharjah Cricket Stadium,Sunrisers Hyderabad,117.70000000000007,145.0,145,145,5.0,5,5,37.0,37,37,2.0,2,2
Sharjah Cricket Stadium,Chennai Super Kings,143.02999999999975,173.0,146,200,5.5,5,6,50.0,47,53,0.0,0,0
Sharjah Cricket Stadium,Delhi Capitals,131.28000000000014,155.5,126,185,4.5,4,5,36.0,31,41,1.0,0,2
Sharjah Cricket Stadium,Kolkata Knight Riders,128.79999999999993,161.0,112,210,8.5,8,9,51.0,43,59,1.0,1,1
Sharjah Cricket Stadium,Mumbai Indians,156.7799999999999,116.0,116,116,0.0,0,0,52.0,52,52,0.0,0,0
Sharjah Cricket Stadium,Punjab Kings,145.9300000000001,173.33333333333334,150,193,2.3333333333333335,2,3,43.666666666666664,36,56,0.6666666666666666,0,2
Sharjah Cricket Stadium,Rajasthan Royals,146.05999999999986,182.0,138,226,8.0,6,10,55.0,41,69,1.0,1,1
Sharjah Cricket Stadium,Royal Challengers Bangalore,129.35999999999996,147.0,146,148,3.5,2,5,49.5,49,50,0.5,0,1
Sharjah Cricket Stadium,Sunrisers Hyderabad,125.95999999999992,141.75,121,174,5.5,0,10,53.75,45,58,1.25,0,3
Sheikh Zayed Stadium,Chennai Super Kings,136.29000000000002,169.0,125,205,5.333333333333333,4,7,49.0,34,70,1.0,0,2
Sheikh Zayed Stadium,Delhi Capitals,140.39999999999986,175.5,162,189,3.5,3,4,55.5,46,65,1.0,0,2
Sheikh Zayed Stadium,Kolkata Knight Riders,126.21000000000002,154.71428571428572,84,194,6.428571428571429,5,10,34.57142857142857,17,52,1.8571428571428572,1,4
Sheikh Zayed Stadium,Mumbai Indians,148.52,187.2,162,195,5.4,4,9,53.4,41,59,1.4,1,2
Sheikh Zayed Stadium,Punjab Kings,126.69000000000005,156.66666666666666,132,185,6.333333333333333,4,9,52.333333333333336,51,53,1.3333333333333333,1,2
Sheikh Zayed Stadium,Rajasthan Royals,125.08999999999989,153.0,152,154,5.5,5,6,41.5,38,45,2.0,1,3
Sheikh Zayed Stadium,Royal Challengers Bangalore,112.66999999999996,129.25,70,164,7.5,6,10,37.0,22,54,2.0,0,5
