venue,opp_team,striker,strikerate_20,avg_runs_20,min_runs_20,max_runs_20,avg_wickets_20,min_wickets_20,max_wickets_20,avg_runs_6,min_runs_6,max_runs_6,avg_wickets_6,min_wickets_6,max_wickets_6
Feroz Shah Kotla,Delhi Capitals,KC Sangakkara,107.67999999999999,27.75,1,49,1.0,1,1,10.666666666666666,1.0,18.0,0.3333333333333333,0.0,1.0
Feroz Shah Kotla,Delhi Capitals,KD Karthik,143.60000000000002,26.4,2,65,1.0,0,2,10.666666666666666,2.0,22.0,0.0,0.0,0.0
Feroz Shah Kotla,Delhi Capitals,KH Pandya,211.73999999999998,36.0,36,36,0.0,0,0,,,,,,
Feroz Shah Kotla,Delhi Capitals,KK Cooper,100.0,2.0,2,2,1.0,1,1,,,,,,
Feroz Shah Kotla,Delhi Capitals,KK Nair,147.64000000000001,46.5,20,73,0.5,0,1,10.0,10.0,10.0,0.0,0.0,0.0
Feroz Shah Kotla,Delhi Capitals,KM Jadhav,120.0,12.0,12,12,1.0,1,1,,,,,,
Feroz Shah Kotla,Delhi Capitals,KP Appanna,50.0,1.0,1,1,0.0,0,0,,,,,,
Feroz Shah Kotla,Delhi Capitals,KP Pietersen,84.19000000000001,16.0,16,16,1.0,1,1,9.0,9.0,9.0,0.0,0.0,0.0
Feroz Shah Kotla,Delhi Capitals,KS Williamson,100.03000000000002,24.0,24,24,1.0,1,1,5.0,5.0,5.0,0.0,0.0,0.0
Feroz Shah Kotla,Delhi Capitals,L Balaji,300.0,3.0,3,3,0.0,0,0,,,,,,
Feroz Shah Kotla,Delhi Capitals,LA Pomersbach,195.46999999999997,21.5,18,25,0.5,0,1,17.5,17.0,18.0,0.5,0.0,1.0
Feroz Shah Kotla,Delhi Capitals,LMP Simmons,135.08,40.5,15,66,1.0,1,1,23.0,15.0,31.0,0.5,0.0,1.0
Feroz Shah Kotla,Delhi Capitals,LRPL Taylor,204.0,25.5,22,29,1.0,1,1,29.0,29.0,29.0,1.0,1.0,1.0
Feroz Shah Kotla,Delhi Capitals,M Kaif,47.34999999999999,9.0,9,9,1.0,1,1,1.0,1.0,1.0,0.0,0.0,0.0
Feroz Shah Kotla,Delhi Capitals,M Kartik,50.0,1.0,1,1,1.0,1,1,,,,,,
Feroz Shah Kotla,Delhi Capitals,M Klinger,85.71000000000001,18.0,18,18,1.0,1,1,15.0,15.0,15.0,0.0,0.0,0.0
Feroz Shah Kotla,Delhi Capitals,M Rawat,50.0,2.0,2,2,1.0,1,1,,,,,,
Feroz Shah Kotla,Delhi Capitals,M Vijay,137.53,11.0,1,18,0.3333333333333333,0,1,9.5,1.0,18.0,0.5,0.0,1.0
Feroz Shah Kotla,Delhi Capitals,M Vohra,117.82000000000001,17.2,1,42,1.2,1,2,17.25,1.0,42.0,0.75,0.0,1.0
Feroz Shah Kotla,Delhi Capitals,MC Henriques,124.43999999999998,25.5,25,26,0.5,0,1,3.0,3.0,3.0,0.0,0.0,0.0
Feroz Shah Kotla,Delhi Capitals,MD Mishra,131.55000000000004,25.0,25,25,1.0,1,1,19.0,19.0,19.0,0.0,0.0,0.0
Feroz Shah Kotla,Delhi Capitals,MDKJ Perera,116.64999999999999,14.0,14,14,1.0,1,1,14.0,14.0,14.0,1.0,1.0,1.0
Feroz Shah Kotla,Delhi Capitals,MEK Hussey,122.72999999999999,65.0,65,65,0.0,0,0,16.0,16.0,16.0,0.0,0.0,0.0
Feroz Shah Kotla,Delhi Capitals,MG Johnson,33.33,4.0,4,4,1.0,1,1,,,,,,
Feroz Shah Kotla,Delhi Capitals,MJ Lumb,0.0,0.0,0,0,1.0,1,1,0.0,0.0,0.0,1.0,1.0,1.0
Feroz Shah Kotla,Delhi Capitals,MJ McClenaghan,0.0,0.0,0,0,1.0,1,1,,,,,,
Feroz Shah Kotla,Delhi Capitals,MK Pandey,133.40000000000003,30.666666666666668,0,69,0.3333333333333333,0,1,4.0,0.0,8.0,0.5,0.0,1.0
Feroz Shah Kotla,Delhi Capitals,MK Tiwary,122.70000000000006,32.25,0,61,1.0,1,1,6.0,0.0,12.0,0.5,0.0,1.0
Feroz Shah Kotla,Delhi Capitals,ML Hayden,202.13999999999987,93.0,93,93,1.0,1,1,39.0,39.0,39.0,0.0,0.0,0.0
Feroz Shah Kotla,Delhi Capitals,MM Sharma,121.75999999999999,14.0,13,15,1.0,1,1,,,,,,
Feroz Shah Kotla,Delhi Capitals,MR Marsh,68.38999999999999,13.0,13,13,1.0,1,1,,,,,,
Feroz Shah Kotla,Delhi Capitals,MS Dhoni,125.53999999999998,22.0,5,44,0.8333333333333334,0,1,,,,,,
Feroz Shah Kotla,Delhi Capitals,MS Gony,216.68,13.0,13,13,0.0,0,0,,,,,,
Feroz Shah Kotla,Delhi Capitals,MV Boucher,182.31999999999996,31.0,31,31,0.0,0,0,,,,,,
Feroz Shah Kotla,Delhi Capitals,Mandeep Singh,140.60000000000002,15.0,0,24,0.6666666666666666,0,1,15.0,0.0,24.0,0.6666666666666666,0.0,1.0
Feroz Shah Kotla,Delhi Capitals,N Saini,100.02000000000001,15.0,15,15,1.0,1,1,9.0,9.0,9.0,0.0,0.0,0.0
Feroz Shah Kotla,Delhi Capitals,NLTC Perera,126.69,6.333333333333333,2,14,0.6666666666666666,0,1,,,,,,
Feroz Shah Kotla,Delhi Capitals,NV Ojha,235.27,20.0,13,27,0.5,0,1,20.0,13.0,27.0,0.5,0.0,1.0
Feroz Shah Kotla,Delhi Capitals,OA Shah,100.0,1.0,1,1,0.0,0,0,,,,,,
Feroz Shah Kotla,Delhi Capitals,P Awana,80.0,4.0,4,4,0.0,0,0,,,,,,
Feroz Shah Kotla,Delhi Capitals,P Dogra,80.0,20.0,20,20,1.0,1,1,,,,,,
Feroz Shah Kotla,Delhi Capitals,P Kumar,127.25999999999999,7.0,6,8,0.5,0,1,6.0,6.0,6.0,1.0,1.0,1.0
Feroz Shah Kotla,Delhi Capitals,P Negi,216.68,13.0,13,13,0.0,0,0,,,,,,
Feroz Shah Kotla,Delhi Capitals,P Sahu,149.99,18.0,18,18,0.0,0,0,,,,,,
Feroz Shah Kotla,Delhi Capitals,PA Patel,120.43000000000002,23.0,1,45,0.8571428571428571,0,1,13.857142857142858,1.0,28.0,0.42857142857142855,0.0,1.0
Feroz Shah Kotla,Delhi Capitals,PA Reddy,11.11,1.0,1,1,1.0,1,1,1.0,1.0,1.0,1.0,1.0,1.0
Feroz Shah Kotla,Delhi Capitals,PC Valthaty,140.0,14.0,14,14,1.0,1,1,14.0,14.0,14.0,1.0,1.0,1.0
Feroz Shah Kotla,Delhi Capitals,PJ Sangwan,100.0,1.0,1,1,0.0,0,0,,,,,,
Feroz Shah Kotla,Delhi Capitals,PM Sarvesh Kumar,50.0,1.0,1,1,0.0,0,0,,,,,,
Feroz Shah Kotla,Delhi Capitals,PP Chawla,104.58999999999999,7.666666666666667,5,10,0.6666666666666666,0,1,8.0,8.0,8.0,1.0,1.0,1.0
Feroz Shah Kotla,Delhi Capitals,PP Ojha,0.0,0.0,0,0,1.0,1,1,,,,,,
Feroz Shah Kotla,Delhi Capitals,PR Shah,0.0,0.0,0,0,1.0,1,1,,,,,,
Feroz Shah Kotla,Delhi Capitals,R Ashwin,160.0,8.0,8,8,1.0,1,1,,,,,,
Feroz Shah Kotla,Delhi Capitals,R Bhatia,121.42,17.0,17,17,1.0,1,1,,,,,,
Feroz Shah Kotla,Delhi Capitals,R Dhawan,160.0,8.0,8,8,0.0,0,0,,,,,,
Feroz Shah Kotla,Delhi Capitals,R Dravid,119.60000000000002,39.25,14,65,1.0,1,1,13.666666666666666,2.0,25.0,0.0,0.0,0.0
Feroz Shah Kotla,Delhi Capitals,R Sathish,85.72,6.0,6,6,1.0,1,1,,,,,,
Feroz Shah Kotla,Delhi Capitals,R Sharma,175.0,14.0,14,14,0.0,0,0,,,,,,
Feroz Shah Kotla,Delhi Capitals,R Shukla,50.0,1.0,1,1,0.0,0,0,,,,,,
Feroz Shah Kotla,Delhi Capitals,R Vinay Kumar,100.0,3.0,3,3,1.0,1,1,,,,,,
Feroz Shah Kotla,Delhi Capitals,RA Jadeja,116.41,16.0,4,29,0.75,0,1,,,,,,
Feroz Shah Kotla,Delhi Capitals,RA Tripathi,116.68,7.0,7,7,1.0,1,1,7.0,7.0,7.0,1.0,1.0,1.0
Feroz Shah Kotla,Delhi Capitals,RG Sharma,140.27000000000007,32.875,10,73,1.0,0,2,11.75,1.0,31.0,0.25,0.0,1.0
Feroz Shah Kotla,Delhi Capitals,RJ Harris,100.0,1.0,1,1,0.0,0,0,,,,,,
Feroz Shah Kotla,Delhi Capitals,RJ Peterson,100.0,2.0,2,2,1.0,1,1,,,,,,
Feroz Shah Kotla,Delhi Capitals,RN ten Doeschate,146.69,11.0,3,19,0.5,0,1,,,,,,
Feroz Shah Kotla,Delhi Capitals,RP Singh,66.66,1.0,1,1,0.5,0,1,,,,,,
Feroz Shah Kotla,Delhi Capitals,RV Uthappa,136.26000000000002,29.142857142857142,4,72,1.0,1,1,13.8,4.0,22.0,0.6,0.0,1.0
Feroz Shah Kotla,Delhi Capitals,S Badrinath,97.37,12.333333333333334,8,15,0.6666666666666666,0,1,8.0,6.0,10.0,0.0,0.0,0.0
Feroz Shah Kotla,Delhi Capitals,S Dhawan,137.76000000000002,21.0,4,44,1.0,1,1,16.5,4.0,27.0,0.5,0.0,1.0
Feroz Shah Kotla,Delhi Capitals,S Narwal,120.0,12.0,12,12,1.0,1,1,,,,,,
Feroz Shah Kotla,Delhi Capitals,S Sohal,151.26999999999995,62.0,62,62,1.0,1,1,19.0,19.0,19.0,0.0,0.0,0.0
Feroz Shah Kotla,Delhi Capitals,S Vidyut,160.0,40.0,40,40,1.0,1,1,40.0,40.0,40.0,0.0,0.0,0.0
Feroz Shah Kotla,Delhi Capitals,SA Yadav,133.26000000000002,17.333333333333332,7,24,1.0,1,1,2.0,2.0,2.0,0.0,0.0,0.0
Feroz Shah Kotla,Delhi Capitals,SB Jakati,50.0,1.0,1,1,0.0,0,0,,,,,,
Feroz Shah Kotla,Delhi Capitals,SB Styris,103.54999999999995,29.0,29,29,1.0,1,1,,,,,,
Feroz Shah Kotla,Delhi Capitals,SC Ganguly,86.85000000000001,23.0,5,41,1.0,1,1,6.5,5.0,8.0,0.5,0.0,1.0
Feroz Shah Kotla,Delhi Capitals,SD Chitnis,75.0,3.0,3,3,1.0,1,1,,,,,,
Feroz Shah Kotla,Delhi Capitals,SE Marsh,147.2,25.6,2,95,1.0,1,1,8.2,2.0,13.0,0.6,0.0,1.0
Feroz Shah Kotla,Delhi Capitals,SK Raina,135.31,31.857142857142858,1,77,0.7142857142857143,0,1,19.666666666666668,4.0,40.0,0.3333333333333333,0.0,1.0
Feroz Shah Kotla,Delhi Capitals,SK Trivedi,83.32,5.0,3,7,0.0,0,0,,,,,,
Feroz Shah Kotla,Delhi Capitals,SK Warne,93.35000000000001,7.0,0,14,1.0,1,1,,,,,,
Feroz Shah Kotla,Delhi Capitals,SL Malinga,68.0,8.5,6,11,0.5,0,1,,,,,,
Feroz Shah Kotla,Delhi Capitals,SM Pollock,106.69000000000001,16.0,16,16,1.0,1,1,,,,,,
Feroz Shah Kotla,Delhi Capitals,SN Thakur,116.68,7.0,7,7,0.0,0,0,,,,,,
Feroz Shah Kotla,Delhi Capitals,SP Fleming,146.62,44.0,44,44,1.0,1,1,18.0,18.0,18.0,0.0,0.0,0.0
Feroz Shah Kotla,Delhi Capitals,SP Goswami,104.76000000000002,22.0,22,22,1.0,1,1,22.0,22.0,22.0,0.0,0.0,0.0
Feroz Shah Kotla,Delhi Capitals,SP Narine,100.0,2.5,1,4,0.0,0,0,,,,,,
Feroz Shah Kotla,Delhi Capitals,SPD Smith,141.32999999999998,27.333333333333332,10,38,0.6666666666666666,0,1,18.0,4.0,32.0,0.0,0.0,0.0
Feroz Shah Kotla,Delhi Capitals,SR Tendulkar,116.17999999999998,37.6,7,63,1.0,0,2,18.6,7.0,44.0,0.4,0.0,1.0
Feroz Shah Kotla,Delhi Capitals,SR Watson,136.63,13.666666666666666,4,21,0.3333333333333333,0,1,20.0,20.0,20.0,0.0,0.0,0.0
Feroz Shah Kotla,Delhi Capitals,SS Tiwary,129.88999999999996,33.333333333333336,18,61,0.6666666666666666,0,1,,,,,,
Feroz Shah Kotla,Delhi Capitals,ST Jayasuriya,130.37000000000003,36.5,7,66,1.0,1,1,24.0,7.0,41.0,0.5,0.0,1.0
Feroz Shah Kotla,Delhi Capitals,STR Binny,186.38000000000002,20.5,1,40,1.0,1,1,,,,,,
Feroz Shah Kotla,Delhi Capitals,SV Samson,109.78,22.5,11,34,1.0,1,1,12.0,11.0,13.0,0.5,0.0,1.0
Feroz Shah Kotla,Delhi Capitals,SW Tait,91.64999999999999,11.0,11,11,1.0,1,1,,,,,,
Feroz Shah Kotla,Delhi Capitals,Sachin Baby,120.0,12.0,12,12,1.0,1,1,,,,,,
Feroz Shah Kotla,Delhi Capitals,Sandeep Sharma,75.0,1.5,1,2,0.0,0,0,,,,,,
Feroz Shah Kotla,Delhi Capitals,Shahid Afridi,235.7,33.0,33,33,1.0,1,1,33.0,33.0,33.0,0.0,0.0,0.0
Feroz Shah Kotla,Delhi Capitals,Sunny Singh,50.0,2.0,2,2,1.0,1,1,,,,,,
Feroz Shah Kotla,Delhi Capitals,T Kohli,53.839999999999996,7.0,7,7,1.0,1,1,7.0,7.0,7.0,1.0,1.0,1.0
Feroz Shah Kotla,Delhi Capitals,TG Southee,160.0,4.0,1,7,0.0,0,0,,,,,,
Feroz Shah Kotla,Delhi Capitals,TL Suman,83.34,5.0,5,5,1.0,1,1,5.0,5.0,5.0,1.0,1.0,1.0
Feroz Shah Kotla,Delhi Capitals,TM Dilshan,125.0,5.0,0,10,1.0,1,1,5.0,0.0,10.0,1.0,1.0,1.0
Feroz Shah Kotla,Delhi Capitals,TM Head,100.0,2.0,2,2,0.0,0,0,,,,,,
Feroz Shah Kotla,Delhi Capitals,UBT Chand,99.99000000000001,14.0,14,14,1.0,1,1,2.0,2.0,2.0,0.0,0.0,0.0
Feroz Shah Kotla,Delhi Capitals,UT Khawaja,111.06000000000002,30.0,30,30,1.0,1,1,25.0,25.0,25.0,0.0,0.0,0.0
Feroz Shah Kotla,Delhi Capitals,UT Yadav,66.66,2.0,2,2,2.0,2,2,,,,,,
Feroz Shah Kotla,Delhi Capitals,V Kohli,142.90999999999997,47.857142857142854,1,99,0.8571428571428571,0,2,15.2,1.0,35.0,0.0,0.0,0.0
Feroz Shah Kotla,Delhi Capitals,V Sehwag,96.0,12.0,1,23,1.0,1,1,8.0,1.0,15.0,0.5,0.0,1.0
Feroz Shah Kotla,Delhi Capitals,Vishnu Vinod,33.33,3.0,3,3,1.0,1,1,3.0,3.0,3.0,1.0,1.0,1.0
Feroz Shah Kotla,Delhi Capitals,W Jaffer,111.11,10.0,10,10,1.0,1,1,10.0,10.0,10.0,1.0,1.0,1.0
Feroz Shah Kotla,Delhi Capitals,WP Saha,88.38000000000001,9.2,3,20,0.8,0,1,5.0,3.0,7.0,1.0,1.0,1.0
Feroz Shah Kotla,Delhi Capitals,WPUJC Vaas,37.5,3.0,3,3,1.0,1,1,,,,,,
Feroz Shah Kotla,Delhi Capitals,Washington Sundar,166.67000000000002,5.0,5,5,0.0,0,0,,,,,,
Feroz Shah Kotla,Delhi Capitals,Y Venugopal Rao,188.91000000000003,34.0,34,34,1.0,1,1,,,,,,
Feroz Shah Kotla,Delhi Capitals,YK Pathan,132.31000000000003,22.142857142857142,5,59,0.7142857142857143,0,1,10.25,2.0,21.0,0.25,0.0,1.0
Feroz Shah Kotla,Delhi Capitals,Yuvraj Singh,150.04,38.0,21,70,0.3333333333333333,0,1,23.0,23.0,23.0,1.0,1.0,1.0
Feroz Shah Kotla,Gujarat Lions,BCJ Cutting,114.28999999999999,8.0,8,8,1.0,1,1,,,,,,
Feroz Shah Kotla,Gujarat Lions,Bipul Sharma,245.46000000000004,27.0,27,27,0.0,0,0,,,,,,
Feroz Shah Kotla,Gujarat Lions,CH Morris,248.46000000000006,82.0,82,82,0.0,0,0,,,,,,
Feroz Shah Kotla,Gujarat Lions,CJ Anderson,128.57,18.0,18,18,0.0,0,0,,,,,,
Feroz Shah Kotla,Gujarat Lions,DA Warner,157.51999999999992,93.0,93,93,0.0,0,0,27.0,27.0,27.0,0.0,0.0,0.0
Feroz Shah Kotla,Gujarat Lions,DJ Hooda,44.44,4.0,4,4,1.0,1,1,,,,,,
Feroz Shah Kotla,Gujarat Lions,JP Duminy,111.70999999999998,48.0,48,48,1.0,1,1,5.0,5.0,5.0,0.0,0.0,0.0
Feroz Shah Kotla,Gujarat Lions,KK Nair,110.50999999999999,10.5,9,12,1.0,1,1,10.5,9.0,12.0,1.0,1.0,1.0
Feroz Shah Kotla,Gujarat Lions,MC Henriques,183.35000000000002,11.0,11,11,1.0,1,1,11.0,11.0,11.0,1.0,1.0,1.0
Feroz Shah Kotla,Gujarat Lions,NV Ojha,125.0,10.0,10,10,1.0,1,1,,,,,,
Feroz Shah Kotla,Gujarat Lions,P Negi,75.0,3.0,3,3,0.0,0,0,,,,,,
Feroz Shah Kotla,Gujarat Lions,Q de Kock,45.45,5.0,5,5,1.0,1,1,5.0,5.0,5.0,1.0,1.0,1.0
Feroz Shah Kotla,Gujarat Lions,RR Pant,191.88,58.5,20,97,1.0,1,1,15.0,1.0,29.0,0.0,0.0,0.0
Feroz Shah Kotla,Gujarat Lions,S Dhawan,0.0,0.0,0,0,1.0,1,1,0.0,0.0,0.0,1.0,1.0,1.0
Feroz Shah Kotla,Gujarat Lions,SS Iyer,155.56,14.0,14,14,0.0,0,0,,,,,,
Feroz Shah Kotla,Gujarat Lions,SV Samson,167.56999999999996,31.0,1,61,1.0,1,1,9.0,1.0,17.0,0.5,0.0,1.0
Feroz Shah Kotla,Gujarat Lions,Yuvraj Singh,61.529999999999994,8.0,8,8,1.0,1,1,6.0,6.0,6.0,0.0,0.0,0.0
Feroz Shah Kotla,Kochi Tuskers Kerala,DA Warner,86.68,13.0,13,13,1.0,1,1,13.0,13.0,13.0,1.0,1.0,1.0
Feroz Shah Kotla,Kochi Tuskers Kerala,IK Pathan,83.35000000000001,5.0,5,5,0.0,0,0,,,,,,
Feroz Shah Kotla,Kochi Tuskers Kerala,NV Ojha,86.68,13.0,13,13,1.0,1,1,13.0,13.0,13.0,0.0,0.0,0.0
Feroz Shah Kotla,Kochi Tuskers Kerala,RE van der Merwe,66.66,2.0,2,2,0.0,0,0,,,,,,
Feroz Shah Kotla,Kochi Tuskers Kerala,TR Birt,180.03000000000003,27.0,27,27,1.0,1,1,,,,,,
Feroz Shah Kotla,Kochi Tuskers Kerala,V Sehwag,166.66,15.0,15,15,1.0,1,1,15.0,15.0,15.0,1.0,1.0,1.0
Feroz Shah Kotla,Kochi Tuskers Kerala,Y Nagar,75.04,18.0,18,18,1.0,1,1,0.0,0.0,0.0,0.0,0.0,0.0
Feroz Shah Kotla,Kochi Tuskers Kerala,Y Venugopal Rao,105.24999999999997,40.0,40,40,1.0,1,1,,,,,,
Feroz Shah Kotla,Kolkata Knight Riders,A Mishra,100.0,1.0,1,1,0.0,0,0,,,,,,
Feroz Shah Kotla,Kolkata Knight Riders,AD Mathews,111.57999999999998,14.5,1,28,1.5,1,2,,,,,,
Feroz Shah Kotla,Kolkata Knight Riders,B Kumar,50.0,1.0,1,1,1.0,1,1,,,,,,
Feroz Shah Kotla,Kolkata Knight Riders,BCJ Cutting,0.0,0.0,0,0,1.0,1,1,,,,,,
Feroz Shah Kotla,Kolkata Knight Riders,Bipul Sharma,233.34000000000003,14.0,14,14,0.0,0,0,,,,,,
Feroz Shah Kotla,Kolkata Knight Riders,CH Morris,133.31,8.0,0,16,1.0,1,1,,,,,,
Feroz Shah Kotla,Kolkata Knight Riders,CR Brathwaite,309.09,34.0,34,34,1.0,1,1,,,,,,
Feroz Shah Kotla,Kolkata Knight Riders,DA Warner,124.52000000000007,39.5,2,107,0.75,0,1,22.0,2.0,44.0,0.5,0.0,1.0
Feroz Shah Kotla,Kolkata Knight Riders,DJ Hooda,161.51,21.0,21,21,0.0,0,0,,,,,,
Feroz Shah Kotla,Kolkata Knight Riders,DPMD Jayawardene,107.13999999999996,30.0,30,30,0.0,0,0,3.0,3.0,3.0,0.0,0.0,0.0
Feroz Shah Kotla,Kolkata Knight Riders,G Gambhir,50.0,1.0,1,1,1.0,1,1,1.0,1.0,1.0,1.0,1.0,1.0
Feroz Shah Kotla,Kolkata Knight Riders,IK Pathan,128.6,22.5,9,36,1.0,1,1,,,,,,
Feroz Shah Kotla,Kolkata Knight Riders,JP Duminy,121.60000000000002,22.5,5,40,0.5,0,1,5.0,5.0,5.0,1.0,1.0,1.0
Feroz Shah Kotla,Kolkata Knight Riders,JR Hopes,80.69999999999997,25.0,25,25,1.0,1,1,4.0,4.0,4.0,0.0,0.0,0.0
Feroz Shah Kotla,Kolkata Knight Riders,KD Karthik,150.04000000000002,18.0,0,36,1.0,1,1,1.0,0.0,2.0,0.5,0.0,1.0
Feroz Shah Kotla,Kolkata Knight Riders,KK Nair,114.03000000000002,44.5,21,68,1.0,1,1,20.0,20.0,20.0,0.0,0.0,0.0
Feroz Shah Kotla,Kolkata Knight Riders,KM Jadhav,168.0,14.0,4,26,0.3333333333333333,0,1,,,,,,
Feroz Shah Kotla,Kolkata Knight Riders,KP Pietersen,49.989999999999995,6.0,6,6,1.0,1,1,6.0,6.0,6.0,1.0,1.0,1.0
Feroz Shah Kotla,Kolkata Knight Riders,LR Shukla,71.41,10.0,10,10,1.0,1,1,,,,,,
Feroz Shah Kotla,Kolkata Knight Riders,LRPL Taylor,59.21000000000002,16.0,16,16,2.0,2,2,1.0,1.0,1.0,0.0,0.0,0.0
Feroz Shah Kotla,Kolkata Knight Riders,M Morkel,120.0,6.0,6,6,0.0,0,0,,,,,,
Feroz Shah Kotla,Kolkata Knight Riders,M Vijay,120.0,24.0,24,24,1.0,1,1,11.0,11.0,11.0,0.0,0.0,0.0
Feroz Shah Kotla,Kolkata Knight Riders,MA Agarwal,10.0,1.0,1,1,1.0,1,1,1.0,1.0,1.0,1.0,1.0,1.0
Feroz Shah Kotla,Kolkata Knight Riders,MC Henriques,147.59,31.0,31,31,1.0,1,1,11.0,11.0,11.0,0.0,0.0,0.0
Feroz Shah Kotla,Kolkata Knight Riders,MK Tiwary,110.35,32.0,32,32,1.0,1,1,6.0,6.0,6.0,0.0,0.0,0.0
Feroz Shah Kotla,Kolkata Knight Riders,Mohammed Shami,0.0,0.0,0,0,0.0,0,0,,,,,,
Feroz Shah Kotla,Kolkata Knight Riders,NM Coulter-Nile,100.0,2.0,2,2,0.0,0,0,,,,,,
Feroz Shah Kotla,Kolkata Knight Riders,NV Ojha,50.0,3.3333333333333335,1,7,1.0,1,1,,,,,,
Feroz Shah Kotla,Kolkata Knight Riders,PD Collingwood,117.71999999999997,53.0,53,53,1.0,1,1,6.0,6.0,6.0,0.0,0.0,0.0
Feroz Shah Kotla,Kolkata Knight Riders,PJ Cummins,75.0,3.0,3,3,0.0,0,0,,,,,,
Feroz Shah Kotla,Kolkata Knight Riders,Q de Kock,91.64999999999999,5.5,1,10,1.0,1,1,5.5,1.0,10.0,1.0,1.0,1.0
Feroz Shah Kotla,Kolkata Knight Riders,RR Pant,199.98,21.0,4,38,1.0,1,1,,,,,,
Feroz Shah Kotla,Kolkata Knight Riders,S Dhawan,100.0,10.0,10,10,1.0,1,1,10.0,10.0,10.0,1.0,1.0,1.0
Feroz Shah Kotla,Kolkata Knight Riders,S Nadeem,0.0,0.0,0,0,2.0,2,2,,,,,,
Feroz Shah Kotla,Kolkata Knight Riders,SS Iyer,129.50000000000003,19.0,0,31,1.0,1,1,9.5,0.0,19.0,0.5,0.0,1.0
Feroz Shah Kotla,Kolkata Knight Riders,SV Samson,131.76,27.0,15,39,1.0,1,1,23.5,15.0,32.0,0.5,0.0,1.0
Feroz Shah Kotla,Kolkata Knight Riders,SW Billings,147.0,37.5,21,54,1.0,1,1,10.5,0.0,21.0,0.0,0.0,0.0
Feroz Shah Kotla,Kolkata Knight Riders,TR Birt,72.72,8.0,8,8,1.0,1,1,,,,,,
Feroz Shah Kotla,Kolkata Knight Riders,UT Yadav,100.0,1.0,1,1,0.0,0,0,,,,,,
Feroz Shah Kotla,Kolkata Knight Riders,V Sehwag,185.75,21.666666666666668,8,34,1.0,1,1,21.333333333333332,8.0,33.0,0.6666666666666666,0.0,1.0
Feroz Shah Kotla,Kolkata Knight Riders,VR Aaron,100.0,1.0,1,1,0.0,0,0,,,,,,
Feroz Shah Kotla,Kolkata Knight Riders,Y Nagar,138.08,14.5,10,19,1.5,1,2,,,,,,
Feroz Shah Kotla,Kolkata Knight Riders,Y Venugopal Rao,105.58,19.0,19,19,1.0,1,1,,,,,,
Feroz Shah Kotla,Kolkata Knight Riders,Yuvraj Singh,130.0,32.5,21,44,1.5,1,2,,,,,,
Feroz Shah Kotla,Mumbai Indians,A Mishra,60.0,6.0,3,9,0.5,0,1,,,,,,
Feroz Shah Kotla,Mumbai Indians,AB Dinda,0.0,0.0,0,0,1.0,1,1,,,,,,
Feroz Shah Kotla,Mumbai Indians,AB de Villiers,99.99000000000001,11.0,11,11,1.0,1,1,11.0,11.0,11.0,0.0,0.0,0.0
Feroz Shah Kotla,Mumbai Indians,AD Mathews,188.87,17.0,17,17,1.0,1,1,,,,,,
Feroz Shah Kotla,Mumbai Indians,AJ Finch,61.529999999999994,8.0,8,8,2.0,2,2,7.0,7.0,7.0,1.0,1.0,1.0
Feroz Shah Kotla,Mumbai Indians,CJ Anderson,125.0,10.0,10,10,1.0,1,1,10.0,10.0,10.0,1.0,1.0,1.0
Feroz Shah Kotla,Mumbai Indians,DA Warner,88.88,4.0,1,7,0.5,0,1,1.0,1.0,1.0,1.0,1.0,1.0
Feroz Shah Kotla,Mumbai Indians,DP Nannes,27.27,3.0,3,3,1.0,1,1,,,,,,
Feroz Shah Kotla,Mumbai Indians,DPMD Jayawardene,134.3,57.0,55,59,1.0,1,1,25.0,20.0,30.0,0.0,0.0,0.0
Feroz Shah Kotla,Mumbai Indians,G Gambhir,211.10000000000002,19.0,19,19,1.0,1,1,19.0,19.0,19.0,1.0,1.0,1.0
Feroz Shah Kotla,Mumbai Indians,IK Pathan,0.0,0.0,0,0,1.0,1,1,,,,,,
Feroz Shah Kotla,Mumbai Indians,JP Duminy,151.13,63.5,49,78,0.0,0,0,17.0,17.0,17.0,0.0,0.0,0.0
Feroz Shah Kotla,Mumbai Indians,K Rabada,0.0,0.0,0,0,1.0,1,1,,,,,,
Feroz Shah Kotla,Mumbai Indians,KD Karthik,184.58000000000004,36.0,16,56,1.0,1,1,,,,,,
Feroz Shah Kotla,Mumbai Indians,KK Nair,130.0,13.0,5,21,1.0,1,1,21.0,21.0,21.0,1.0,1.0,1.0
Feroz Shah Kotla,Mumbai Indians,KM Jadhav,100.0,1.0,1,1,0.0,0,0,,,,,,
Feroz Shah Kotla,Mumbai Indians,KP Pietersen,185.11999999999998,50.0,50,50,0.0,0,0,,,,,,
Feroz Shah Kotla,Mumbai Indians,LRPL Taylor,214.28999999999996,15.0,15,15,1.0,1,1,,,,,,
Feroz Shah Kotla,Mumbai Indians,M Manhas,33.33,1.0,1,1,1.0,1,1,,,,,,
Feroz Shah Kotla,Mumbai Indians,M Morkel,0.0,0.0,0,0,1.0,1,1,,,,,,
Feroz Shah Kotla,Mumbai Indians,M Vijay,115.0,23.0,23,23,1.0,1,1,20.0,20.0,20.0,0.0,0.0,0.0
Feroz Shah Kotla,Mumbai Indians,MA Agarwal,50.0,1.0,1,1,1.0,1,1,1.0,1.0,1.0,1.0,1.0,1.0
