venue,batting_team,strikerate_20,avg_runs_20,min_runs_20,max_runs_20,avg_wickets_20,min_wickets_20,max_wickets_20,avg_runs_6,min_runs_6,max_runs_6,avg_wickets_6,min_wickets_6,max_wickets_6
"Rajiv Gandhi International Stadium, Uppal",Sunrisers Hyderabad,128.80000000000004,146.36363636363637,78,229,5.545454545454546,1,10,46.38636363636363,18,75,1.0909090909090908,0,3
"Sardar Patel Stadium, Motera",Chennai Super Kings,123.95999999999987,152.0,150,154,5.0,4,6,48.5,39,58,1.5,1,2
"Sardar Patel Stadium, Motera",Deccan Chargers,107.97000000000011,137.0,137,137,9.0,9,9,50.0,50,50,2.0,2,2
"Sardar Patel Stadium, Motera",Delhi Capitals,113.08999999999995,131.5,130,133,6.5,4,9,43.0,31,55,2.0,2,2
"Sardar Patel Stadium, Motera",Kolkata Knight Riders,113.84999999999984,139.5,129,150,5.5,5,6,43.5,37,50,0.5,0,1
"Sardar Patel Stadium, Motera",Mumbai Indians,135.70999999999992,165.5,159,172,4.5,3,6,35.5,31,40,1.0,0,2
"Sardar Patel Stadium, Motera",Punjab Kings,155.32000000000008,199.0,199,199,8.0,8,8,52.0,52,52,3.0,3,3
"Sardar Patel Stadium, Motera",Rajasthan Royals,127.0600000000001,152.08333333333334,92,186,6.25,2,10,46.416666666666664,35,55,1.5,0,3
"Sardar Patel Stadium, Motera",Royal Challengers Bangalore,132.91000000000005,129.0,129,129,1.0,1,1,44.0,44,44,1.0,1,1
"Sardar Patel Stadium, Motera",Sunrisers Hyderabad,100.0399999999999,122.0,122,122,9.0,9,9,48.0,48,48,1.0,1,1
Saurashtra Cricket Association Stadium,Delhi Capitals,138.48999999999987,147.0,147,147,2.0,2,2,59.0,59,59,0.0,0,0
Saurashtra Cricket Association Stadium,Gujarat Lions,125.63000000000005,154.6,127,184,6.1,3,9,50.1,32,65,1.5,0,3
Saurashtra Cricket Association Stadium,Kolkata Knight Riders,176.01999999999995,169.0,169,169,0.0,0,0,67.0,67,67,0.0,0,0
Saurashtra Cricket Association Stadium,Mumbai Indians,129.1200000000002,163.0,163,163,12.0,12,12,72.0,72,72,3.0,3,3
Saurashtra Cricket Association Stadium,Punjab Kings,136.9499999999998,166.5,150,183,8.5,7,10,52.5,48,57,0.5,0,1
Saurashtra Cricket Association Stadium,Rising Pune Supergiant,134.0699999999998,163.5,161,166,6.5,5,8,59.0,56,62,1.5,1,2
Saurashtra Cricket Association Stadium,Royal Challengers Bangalore,157.72999999999982,193.0,177,209,2.0,2,2,47.5,45,50,0.5,0,1
Saurashtra Cricket Association Stadium,Sunrisers Hyderabad,135.06000000000006,127.0,127,127,0.0,0,0,56.0,56,56,0.0,0,0
Sawai Mansingh Stadium,Chennai Super Kings,115.87000000000002,141.16666666666666,102,188,5.5,3,10,37.166666666666664,24,52,1.8333333333333333,0,4
Sawai Mansingh Stadium,Deccan Chargers,127.90999999999993,158.5,134,183,5.0,2,8,48.5,48,49,0.0,0,0
Sawai Mansingh Stadium,Delhi Capitals,132.01,136.33333333333334,57,192,4.833333333333333,4,7,46.833333333333336,26,59,1.6666666666666667,0,4
Sawai Mansingh Stadium,Kochi Tuskers Kerala,81.17000000000006,100.0,100,100,10.0,10,10,26.0,26,26,2.0,2,2
Sawai Mansingh Stadium,Kolkata Knight Riders,123.09999999999991,138.83333333333334,114,160,6.0,1,10,46.5,24,63,1.8333333333333333,0,4
Sawai Mansingh Stadium,Mumbai Indians,109.00999999999996,132.14285714285714,85,162,6.0,0,10,34.57142857142857,21,43,1.2857142857142858,0,3
Sawai Mansingh Stadium,Pune Warriors,115.01999999999995,142.0,121,167,6.666666666666667,4,9,45.0,32,54,1.6666666666666667,0,4
Sawai Mansingh Stadium,Punjab Kings,120.16000000000004,146.33333333333334,114,168,7.333333333333333,4,10,39.0,29,54,1.8333333333333333,1,3
Sawai Mansingh Stadium,Rajasthan Royals,128.43000000000006,146.29787234042553,89,191,4.9361702127659575,1,10,42.12765957446808,14,65,1.0425531914893618,0,3
Sawai Mansingh Stadium,Royal Challengers Bangalore,124.54999999999991,145.57142857142858,126,170,5.428571428571429,1,10,46.714285714285715,20,63,1.1428571428571428,0,3
Sawai Mansingh Stadium,Sunrisers Hyderabad,117.12,144.66666666666666,133,151,8.0,7,9,38.666666666666664,28,49,2.3333333333333335,1,5
Shaheed Veer Narayan Singh International Stadium,Chennai Super Kings,93.18999999999994,112.0,112,112,6.0,6,6,16.0,16,16,1.0,1,1
Shaheed Veer Narayan Singh International Stadium,Delhi Capitals,117.43000000000006,139.5,120,153,4.666666666666667,3,8,34.5,28,48,1.5,1,2
Shaheed Veer Narayan Singh International Stadium,Kolkata Knight Riders,103.19999999999993,129.0,129,129,7.0,7,7,35.0,35,35,3.0,3,3
Shaheed Veer Narayan Singh International Stadium,Pune Warriors,116.16000000000005,143.0,143,143,4.0,4,4,40.0,40,40,0.0,0,0
Shaheed Veer Narayan Singh International Stadium,Royal Challengers Bangalore,116.12000000000008,129.0,129,129,4.0,4,4,44.0,44,44,2.0,2,2
Shaheed Veer Narayan Singh International Stadium,Sunrisers Hyderabad,128.73999999999987,157.0,155,159,5.5,4,7,42.5,39,46,1.5,1,2
Sharjah Cricket Stadium,Chennai Super Kings,124.56999999999991,153.5,102,195,6.0,4,9,38.5,21,51,1.5,0,5
Sharjah Cricket Stadium,Delhi Capitals,134.45,165.8,117,226,5.0,4,8,39.4,23,57,1.8,0,3
Sharjah Cricket Stadium,Kolkata Knight Riders,118.09999999999991,147.25,106,197,8.25,7,9,46.75,40,53,1.75,1,3
Sharjah Cricket Stadium,Mumbai Indians,132.14999999999998,145.0,114,204,5.0,0,8,44.75,33,52,1.5,0,2
Sharjah Cricket Stadium,Punjab Kings,146.22999999999996,178.6,147,213,3.0,2,6,44.6,35,55,0.4,0,2
Sharjah Cricket Stadium,Rajasthan Royals,147.59999999999997,184.5,128,218,7.0,5,10,52.0,39,64,1.0,1,1
Sharjah Cricket Stadium,Royal Challengers Bangalore,123.35000000000008,147.0,109,185,4.4,2,7,44.0,28,50,0.8,0,2
Sharjah Cricket Stadium,Sunrisers Hyderabad,116.48999999999995,131.8,113,159,5.4,0,10,46.4,30,54,1.4,0,3
Sheikh Zayed Stadium,Chennai Super Kings,129.1300000000001,156.16666666666666,120,191,4.5,1,7,45.0,32,60,1.0,0,2
Sheikh Zayed Stadium,Delhi Capitals,116.6200000000001,138.83333333333334,82,181,6.0,3,9,41.333333333333336,24,63,1.5,0,3
Sheikh Zayed Stadium,Kolkata Knight Riders,114.62000000000009,142.36363636363637,81,187,7.0,3,10,33.90909090909091,14,50,2.090909090909091,1,4
Sheikh Zayed Stadium,Mumbai Indians,132.83999999999992,163.22222222222223,117,186,5.111111111111111,2,9,46.111111111111114,32,57,1.1111111111111112,0,2
Sheikh Zayed Stadium,Punjab Kings,129.73000000000005,158.0,127,200,6.0,4,9,49.333333333333336,40,61,1.5,0,3
Sheikh Zayed Stadium,Rajasthan Royals,125.35999999999991,140.75,68,185,4.875,2,10,40.625,26,65,2.125,1,3
Sheikh Zayed Stadium,Royal Challengers Bangalore,111.42999999999998,122.83333333333333,66,161,5.666666666666667,2,10,39.0,20,54,1.5,0,5
Sheikh Zayed Stadium,Sunrisers Hyderabad,113.33000000000004,141.83333333333334,118,166,5.666666666666667,4,8,42.166666666666664,33,59,1.5,0,3
St George's Park,Chennai Super Kings,119.30999999999985,145.5,125,166,4.0,3,5,50.0,34,66,1.0,0,2
St George's Park,Deccan Chargers,108.2400000000001,134.0,134,134,5.0,5,5,38.0,38,38,2.0,2,2
St George's Park,Delhi Capitals,121.50999999999993,146.0,146,146,4.0,4,4,42.0,42,42,2.0,2,2
St George's Park,Kolkata Knight Riders,108.73000000000005,118.5,91,146,6.0,3,9,34.5,26,43,1.5,1,2
St George's Park,Mumbai Indians,126.36000000000004,156.66666666666666,142,178,4.333333333333333,2,6,46.666666666666664,40,53,1.0,0,2
St George's Park,Punjab Kings,114.0500000000002,144.0,144,144,4.0,4,4,48.0,48,48,2.0,2,2
St George's Park,Rajasthan Royals,110.69999999999987,135.0,135,135,7.0,7,7,28.0,28,28,3.0,3,3
St George's Park,Royal Challengers Bangalore,99.50999999999993,115.66666666666667,82,138,8.0,7,10,40.0,36,42,2.0,2,2
Subrata Roy Sahara Stadium,Chennai Super Kings,126.33999999999986,154.5,149,160,4.0,3,5,35.5,28,43,1.0,0,2
Subrata Roy Sahara Stadium,Deccan Chargers,136.1199999999998,166.0,166,166,4.0,4,4,45.0,45,45,2.0,2,2
Subrata Roy Sahara Stadium,Delhi Capitals,112.05999999999989,129.66666666666666,118,141,6.333333333333333,2,9,44.666666666666664,35,59,1.6666666666666667,1,2
Subrata Roy Sahara Stadium,Kolkata Knight Riders,116.08999999999999,142.66666666666666,129,158,4.666666666666667,4,6,40.333333333333336,27,48,1.0,1,1
Subrata Roy Sahara Stadium,Mumbai Indians,92.56000000000013,110.5,109,112,7.0,5,9,37.0,34,40,1.0,0,2
Subrata Roy Sahara Stadium,Pune Warriors,105.11999999999988,128.625,92,167,6.875,2,10,38.5,23,60,1.75,1,4
Subrata Roy Sahara Stadium,Punjab Kings,114.70000000000002,115.0,97,133,5.0,2,8,36.5,18,55,1.5,1,2
Subrata Roy Sahara Stadium,Rajasthan Royals,119.15000000000015,132.0,126,138,4.0,3,5,45.5,42,49,1.5,1,2
Subrata Roy Sahara Stadium,Royal Challengers Bangalore,136.36999999999995,169.5,164,175,3.0,3,3,44.5,28,61,0.0,0,0
Subrata Roy Sahara Stadium,Sunrisers Hyderabad,91.19999999999992,114.0,114,114,8.0,8,8,23.0,23,23,4.0,4,4
SuperSport Park,Chennai Super Kings,140.5,168.66666666666666,159,179,3.6666666666666665,3,5,47.333333333333336,40,56,1.0,0,2
SuperSport Park,Deccan Chargers,117.16000000000014,141.5,136,148,6.25,4,9,50.75,32,79,1.25,0,2
SuperSport Park,Delhi Capitals,120.96000000000016,144.0,138,157,6.25,4,8,46.5,38,60,2.0,1,3
SuperSport Park,Kolkata Knight Riders,142.19999999999987,174.0,164,184,3.5,3,4,46.5,38,55,1.5,1,2
SuperSport Park,Mumbai Indians,106.49000000000007,126.66666666666667,116,141,6.0,2,8,34.0,23,40,2.3333333333333335,2,3
SuperSport Park,Punjab Kings,111.21999999999983,134.5,101,168,6.0,3,9,48.5,46,51,2.0,1,3
SuperSport Park,Rajasthan Royals,108.46000000000006,120.0,104,138,5.666666666666667,3,9,31.333333333333332,30,33,1.6666666666666667,1,2
SuperSport Park,Royal Challengers Bangalore,117.44999999999997,145.0,100,168,6.0,4,10,33.666666666666664,26,42,1.3333333333333333,0,3
"Vidarbha Cricket Association Stadium, Jamtha",Chennai Super Kings,105.57000000000006,130.0,130,130,8.0,8,8,53.0,53,53,1.0,1,1
"Vidarbha Cricket Association Stadium, Jamtha",Deccan Chargers,113.4,140.0,131,147,6.666666666666667,4,10,36.666666666666664,30,47,2.3333333333333335,2,3
"Vidarbha Cricket Association Stadium, Jamtha",Rajasthan Royals,119.42000000000004,147.0,147,147,10.0,10,10,43.0,43,43,2.0,2,2
"Vidarbha Cricket Association Stadium, Jamtha",Royal Challengers Bangalore,99.99999999999986,125.0,125,125,10.0,10,10,33.0,33,33,1.0,1,1
"Wankhede Stadium, Mumbai",Chennai Super Kings,127.31999999999992,149.4,70,186,6.6,1,10,42.6,21,94,1.8666666666666667,0,4
"Wankhede Stadium, Mumbai",Deccan Chargers,94.1000000000001,111.5,95,128,8.0,6,10,33.5,31,36,1.0,1,1
"Wankhede Stadium, Mumbai",Delhi Capitals,126.32999999999994,146.0,80,207,6.1,3,10,39.3,21,65,2.1,0,5
"Wankhede Stadium, Mumbai",Gujarat Lions,120.3999999999999,150.5,136,165,5.5,4,7,42.0,40,44,1.0,1,1
"Wankhede Stadium, Mumbai",Kochi Tuskers Kerala,143.17000000000007,173.0,173,173,2.0,2,2,45.0,45,45,0.0,0,0
"Wankhede Stadium, Mumbai",Kolkata Knight Riders,109.91999999999993,133.77777777777777,59,173,7.333333333333333,5,10,40.0,22,58,1.7777777777777777,0,4
"Wankhede Stadium, Mumbai",Mumbai Indians,117.81000000000007,154.37313432835822,58,215,5.925373134328358,1,10,42.83582089552239,15,78,1.3432835820895523,0,4
"Wankhede Stadium, Mumbai",Pune Warriors,102.00000000000009,121.33333333333333,106,137,9.0,8,10,28.666666666666668,24,37,3.6666666666666665,3,4
"Wankhede Stadium, Mumbai",Punjab Kings,133.57000000000008,168.0909090909091,108,220,5.636363636363637,3,10,47.81818181818182,22,68,1.0909090909090908,0,4
"Wankhede Stadium, Mumbai",Rajasthan Royals,141.89999999999995,164.75,132,188,5.75,0,10,45.375,27,58,1.125,0,4
"Wankhede Stadium, Mumbai",Rising Pune Supergiant,126.81999999999996,144.0,121,156,3.6666666666666665,1,6,44.333333333333336,31,56,0.6666666666666666,0,2
"Wankhede Stadium, Mumbai",Royal Challengers Bangalore,130.73000000000002,160.8,125,228,5.6,1,8,42.9,30,61,1.1,0,2
"Wankhede Stadium, Mumbai",Sunrisers Hyderabad,115.97999999999998,146.14285714285714,106,171,7.142857142857143,3,10,46.42857142857143,33,66,2.142857142857143,0,4
