venue,batting_team,bowling_team,innings,total_runs,venue_max_wicket_20,venue_min_wicket_20,venue_avg_wicket_20,venue_max_wicket_6,venue_min_wicket_6,venue_avg_wicket_6,venue_overall_sr_20,venue_overall_sr_6,venue_avg_runs_20,venue_min_runs_20,venue_max_runs_20,venue_avg_runs_6,venue_min_runs_6,venue_max_runs_6,venue_innings_max_wicket_20,venue_innings_min_wicket_20,venue_innings_avg_wicket_20,venue_innings_max_wicket_6,venue_innings_min_wicket_6,venue_innings_avg_wicket_6,venue_innings_innings_sr_20,venue_innings_innings_sr_6,venue_innings_avg_runs_20,venue_innings_min_runs_20,venue_innings_max_runs_20,venue_innings_avg_runs_6,venue_innings_min_runs_6,venue_innings_max_runs_6,venue_battingteam_strikerate_20,venue_battingteam_avg_runs_20,venue_battingteam_min_runs_20,venue_battingteam_max_runs_20,venue_battingteam_avg_wickets_20,venue_battingteam_min_wickets_20,venue_battingteam_max_wickets_20,venue_battingteam_avg_runs_6,venue_battingteam_min_runs_6,venue_battingteam_max_runs_6,venue_battingteam_avg_wickets_6,venue_battingteam_min_wickets_6,venue_battingteam_max_wickets_6,venue_bowlingteam_strikerate_20,venue_bowlingteam_avg_runs_20,venue_bowlingteam_min_runs_20,venue_bowlingteam_max_runs_20,venue_bowlingteam_avg_wickets_20,venue_bowlingteam_min_wickets_20,venue_bowlingteam_max_wickets_20,venue_bowlingteam_avg_runs_6,venue_bowlingteam_min_runs_6,venue_bowlingteam_max_runs_6,venue_bowlingteam_avg_wickets_6,venue_bowlingteam_min_wickets_6,venue_bowlingteam_max_wickets_6,venue_innings_battingteam_strikerate_20,venue_innings_battingteam_avg_runs_20,venue_innings_battingteam_min_runs_20,venue_innings_battingteam_max_runs_20,venue_innings_battingteam_avg_wickets_20,venue_innings_battingteam_min_wickets_20,venue_innings_battingteam_max_wickets_20,venue_innings_battingteam_avg_runs_6,venue_innings_battingteam_min_runs_6,venue_innings_battingteam_max_runs_6,venue_innings_battingteam_avg_wickets_6,venue_innings_battingteam_min_wickets_6,venue_innings_battingteam_max_wickets_6,venue_innings_bowlingteam_strikerate_20,venue_innings_bowlingteam_avg_runs_20,venue_innings_bowlingteam_min_runs_20,venue_innings_bowlingteam_max_runs_20,venue_innings_bowlingteam_avg_wickets_20,venue_innings_bowlingteam_min_wickets_20,venue_innings_bowlingteam_max_wickets_20,venue_innings_bowlingteam_avg_runs_6,venue_innings_bowlingteam_min_runs_6,venue_innings_bowlingteam_max_runs_6,venue_innings_bowlingteam_avg_wickets_6,venue_innings_bowlingteam_min_wickets_6,venue_innings_bowlingteam_max_wickets_6,venue_oppteam_batsmen_strikerate_20,venue_oppteam_batsmen_avg_runs_20,venue_oppteam_batsmen_min_runs_20,venue_oppteam_batsmen_max_runs_20,venue_oppteam_batsmen_avg_wickets_20,venue_oppteam_batsmen_min_wickets_20,venue_oppteam_batsmen_max_wickets_20,venue_oppteam_batsmen_avg_runs_6,venue_oppteam_batsmen_min_runs_6,venue_oppteam_batsmen_max_runs_6,venue_oppteam_batsmen_avg_wickets_6,venue_oppteam_batsmen_min_wickets_6,venue_oppteam_batsmen_max_wickets_6,venue_oppteam_bowler_innings,venue_oppteam_bowler_strikerate_20,venue_oppteam_bowler_avg_runs_20,venue_oppteam_bowler_min_runs_20,venue_oppteam_bowler_max_runs_20,venue_oppteam_bowler_avg_wickets_20,venue_oppteam_bowler_min_wickets_20,venue_oppteam_bowler_max_wickets_20,venue_oppteam_bowler_avg_runs_6,venue_oppteam_bowler_min_runs_6,venue_oppteam_bowler_max_runs_6,venue_oppteam_bowler_avg_wickets_6,venue_oppteam_bowler_min_wickets_6,venue_oppteam_bowler_max_wickets_6
"Rajiv Gandhi International Stadium, Uppal",Sunrisers Hyderabad,Kolkata Knight Riders,1.0,36.0,10.0,0.0,5.807692307999999,4.0,0.0,1.253846154,128.3,122.32,304.984375,161.0,431.0,91.71875,54.0,151.0,10.0,2.0,6.359375,3.0,0.0,1.359375,128.0,116.23,157.65625,80.0,231.0,43.53125,21.0,79.0,128.80000000000004,146.36363636363637,78.0,229.0,5.545454545454546,1.0,10.0,46.38636363636363,18.0,75.0,1.0909090909090908,0.0,3.0,131.64999999999998,161.0,132.0,209.0,5.75,1.0,9.0,53.625,36.0,79.0,1.25,0.0,3.0,130.88000000000002,157.54545454545453,107.0,229.0,6.090909090909091,2.0,10.0,44.45454545454546,18.0,75.0,1.181818181818182,0.0,3.0,132.99999999999991,166.25,142.0,209.0,6.75,3.0,9.0,54.0,36.0,79.0,1.25,0.0,3.0,118.85999999999997,37.583333332500004,19.0,59.25,1.0,1.0,1.0,16.916666665,8.0,25.5,0.41666666650000006,0.25,0.75,84.33333333333333,128.42333333333332,30.222222223333333,27.0,36.333333333333336,1.1111111109999998,0.0,2.6666666666666665,13.222222223333333,10.0,16.333333333333332,0.3333333333333333,0.0,1.0
"Rajiv Gandhi International Stadium, Uppal",Kolkata Knight Riders,Sunrisers Hyderabad,2.0,36.0,10.0,0.0,5.807692307999999,4.0,0.0,1.253846154,128.3,122.32,304.984375,161.0,431.0,91.71875,54.0,151.0,10.0,1.0,5.4375,4.0,0.0,1.1875,128.39,127.63,146.78125,81.0,217.0,47.640625,27.0,86.0,126.31999999999994,154.5,116.0,199.0,5.0,2.0,8.0,42.25,26.0,62.0,1.125,0.0,2.0,128.9000000000001,146.47727272727272,80.0,223.0,6.204545454545454,1.0,10.0,44.13636363636363,25.0,86.0,1.3636363636363635,0.0,4.0,127.68000000000022,152.0,141.0,166.0,4.25,2.0,7.0,42.75,30.0,62.0,1.0,0.0,2.0,129.04000000000005,146.63636363636363,83.0,211.0,6.0,1.0,10.0,48.04545454545454,27.0,86.0,1.1363636363636365,0.0,4.0,121.375,34.625,15.0,71.5,0.875,0.5,1.0,12.574999999999998,6.0,17.5,0.25,0.0,0.5,106.33333333333333,123.66333333333334,30.933333333333334,29.666666666666668,32.333333333333336,0.6,0.3333333333333333,1.0,11.6,10.666666666666666,13.333333333333334,0.0,0.0,0.0
"Wankhede Stadium, Mumbai",Mumbai Indians,Gujarat Lions,1.0,31.0,10.0,0.0,6.026666667000001,5.0,0.0,1.46,133.4,121.81,321.4189189,135.0,453.0,91.54054054,57.0,170.0,10.0,1.0,6.094594595,4.0,0.0,1.364864865,134.32,118.3,166.3243243,67.0,235.0,44.37837838,23.0,84.0,117.81000000000007,154.37313432835822,58.0,215.0,5.925373134328357,1.0,10.0,42.83582089552239,15.0,78.0,1.3432835820895523,0.0,4.0,127.29999999999998,160.0,143.0,177.0,6.0,4.0,8.0,43.5,31.0,56.0,1.5,1.0,2.0,126.25000000000004,159.64864864864862,83.0,199.0,5.864864864864866,2.0,10.0,40.91891891891892,20.0,78.0,1.2162162162162162,0.0,4.0,112.63,143.0,143.0,143.0,8.0,8.0,8.0,31.0,31.0,31.0,2.0,2.0,2.0,99.815,16.375,6.25,26.5,0.75,0.5,1.0,6.375,4.75,8.0,0.625,0.5,0.75,154.5,139.18,31.157142855,19.5,40.0,1.3,0.5,2.0,17.483333335,9.5,23.0,0.5666666665,0.0,1.5
"Wankhede Stadium, Mumbai",Gujarat Lions,Mumbai Indians,2.0,42.0,10.0,0.0,6.026666667000001,5.0,0.0,1.46,133.4,121.81,321.4189189,135.0,453.0,91.54054054,57.0,170.0,10.0,0.0,6.094594595,5.0,0.0,1.567567568,132.33,125.02,154.8648649,68.0,223.0,46.93243243,17.0,100.0,120.3999999999999,150.5,136.0,165.0,5.5,4.0,7.0,42.0,40.0,44.0,1.0,1.0,1.0,119.32000000000004,157.59701492537312,67.0,235.0,6.343283582089552,0.0,10.0,44.880597014925364,23.0,90.0,1.5820895522388063,0.0,5.0,109.86000000000007,136.0,136.0,136.0,7.0,7.0,7.0,40.0,40.0,40.0,1.0,1.0,1.0,125.96999999999998,153.94594594594594,79.0,195.0,6.378378378378378,0.0,10.0,46.081081081081074,23.0,90.0,1.594594594594594,0.0,5.0,126.93666666666667,30.45959596333333,0.3333333333333333,63.666666666666664,0.8585858586666667,0.3333333333333333,1.0,12.037037038,0.3333333333333333,23.333333333333332,0.462962963,0.0,1.0,66.25,118.725,28.625,26.25,31.0,1.125,0.5,1.75,10.875,10.5,11.25,0.25,0.0,0.5
"Punjab Cricket Association Stadium, Mohali",Rising Pune Supergiant,Punjab Kings,1.0,49.0,10.0,0.0,5.625,4.0,0.0,1.303571429,135.71,130.35,321.57142860000005,135.0,447.0,96.85714286,65.0,133.0,10.0,3.0,6.160714286,4.0,0.0,1.285714286,136.07,127.94,165.6428571,67.0,240.0,47.42857143,25.0,77.0,114.49000000000008,141.0,141.0,141.0,7.0,7.0,7.0,46.0,46.0,46.0,1.0,1.0,1.0,148.8000000000001,160.07142857142858,67.0,240.0,5.571428571428572,0.0,10.0,47.5357142857143,25.0,65.0,1.357142857142857,0.0,4.0,114.49000000000008,141.0,141.0,141.0,7.0,7.0,7.0,46.0,46.0,46.0,1.0,1.0,1.0,135.02999999999994,166.15384615384616,67.0,240.0,6.0,3.0,10.0,46.6923076923077,25.0,64.0,1.3461538461538465,0.0,3.0,127.73333333333333,47.800000000000004,25.0,73.66666666666667,0.9333333333333332,0.6666666666666666,1.0,18.11111111,12.0,25.0,0.16666666666666666,0.0,0.3333333333333333,23.25,135.505,31.25,31.25,31.25,0.75,0.75,0.75,12.25,12.25,12.25,0.25,0.25,0.25
"Punjab Cricket Association Stadium, Mohali",Punjab Kings,Rising Pune Supergiant,2.0,50.0,10.0,0.0,5.625,4.0,0.0,1.303571429,135.71,130.35,321.57142860000005,135.0,447.0,96.85714286,65.0,133.0,10.0,0.0,5.089285714,4.0,0.0,1.321428571,135.34,132.76,155.9285714,68.0,207.0,49.42857143,31.0,76.0,141.98000000000005,153.91071428571428,66.0,216.0,5.678571428571428,0.0,10.0,47.17857142857142,28.0,74.0,1.25,0.0,4.0,134.30999999999997,153.0,153.0,153.0,4.0,4.0,4.0,50.0,50.0,50.0,0.0,0.0,0.0,126.13999999999994,150.5769230769231,66.0,196.0,4.961538461538462,0.0,10.0,48.53846153846154,28.0,74.0,1.2692307692307692,0.0,3.0,134.30999999999997,153.0,153.0,153.0,4.0,4.0,4.0,50.0,50.0,50.0,0.0,0.0,0.0,129.20499999999998,52.0,52.0,52.0,1.0,1.0,1.0,24.0,24.0,24.0,0.0,0.0,0.0,96.66666666666667,121.73666666666668,27.694444443333335,21.0,35.666666666666664,0.5,0.3333333333333333,0.6666666666666666,17.666666666666668,12.0,22.666666666666668,0.0,0.0,0.0
M.Chinnaswamy Stadium,Royal Challengers Bangalore,Delhi Capitals,1.0,63.0,10.0,0.0,5.726708075,7.0,0.0,1.472049689,137.98,123.19,317.375,103.0,422.0,91.425,52.0,145.0,10.0,2.0,6.125,7.0,0.0,1.3374999999999997,140.53,120.45,169.1625,62.0,263.0,45.0625,23.0,76.0,133.02000000000004,154.0,2.0,252.0,5.7631578947368425,0.0,10.0,42.96052631578947,2.0,75.0,1.4736842105263157,0.0,7.0,135.44999999999987,150.5,2.0,191.0,6.0,0.0,9.0,41.9,2.0,63.0,1.3,0.0,2.0,137.58000000000007,163.78571428571428,59.0,252.0,5.904761904761906,2.0,10.0,42.785714285714285,19.0,72.0,1.4285714285714286,0.0,7.0,132.64999999999998,165.66666666666666,149.0,191.0,6.666666666666668,4.0,8.0,44.16666666666666,34.0,63.0,1.5,1.0,2.0,129.23666666666668,31.544444443333333,6.0,63.666666666666664,0.8222222223333334,0.0,1.3333333333333333,13.064285714333332,3.0,27.666666666666668,0.3976190476666667,0.0,1.0,104.33333333333333,148.35666666666665,32.827777776666665,17.666666666666668,50.0,1.3055555556666667,0.3333333333333333,3.0,17.016666666666666,6.666666666666667,29.666666666666668,0.32777777766666666,0.0,1.0
M.Chinnaswamy Stadium,Delhi Capitals,Royal Challengers Bangalore,2.0,51.0,10.0,0.0,5.726708075,7.0,0.0,1.472049689,137.98,123.19,317.375,103.0,422.0,91.425,52.0,145.0,10.0,0.0,5.443037975,5.0,0.0,1.620253165,135.07,125.61,149.75949369999998,2.0,207.0,46.62025316,2.0,105.0,127.65000000000003,157.0,133.0,181.0,5.8,3.0,9.0,46.79999999999999,25.0,63.0,1.5,0.0,3.0,135.09000000000006,159.18666666666667,41.0,222.0,5.8,1.0,10.0,47.30666666666665,21.0,105.0,1.4533333333333334,0.0,5.0,123.96000000000014,149.0,133.0,178.0,6.166666666666668,3.0,9.0,46.16666666666666,39.0,61.0,1.3333333333333333,0.0,2.0,133.09,152.31707317073167,41.0,207.0,5.2926829268292686,1.0,10.0,47.4390243902439,21.0,105.0,1.6585365853658536,0.0,5.0,147.7525,38.25,4.75,80.75,0.8874999999999998,0.5,1.0,13.75,2.0,26.0,0.3125,0.0,1.0,58.0,138.51,28.166666666666668,27.0,29.333333333333332,0.8333333333333334,0.6666666666666666,1.0,17.0,17.0,17.0,0.6666666666666666,0.6666666666666666,0.6666666666666666
"Rajiv Gandhi International Stadium, Uppal",Mumbai Indians,Sunrisers Hyderabad,1.0,40.0,10.0,0.0,5.807692307999999,4.0,0.0,1.253846154,128.3,122.32,304.984375,161.0,431.0,91.71875,54.0,151.0,10.0,2.0,6.359375,3.0,0.0,1.359375,128.0,116.23,157.65625,80.0,231.0,43.53125,21.0,79.0,115.43000000000004,137.0909090909091,106.0,167.0,5.727272727272728,1.0,8.0,40.63636363636363,30.0,56.0,1.6363636363636365,0.0,3.0,128.9000000000001,146.47727272727272,80.0,223.0,6.204545454545454,1.0,10.0,44.13636363636363,25.0,86.0,1.3636363636363635,0.0,4.0,111.56999999999992,138.33333333333334,121.0,167.0,6.5555555555555545,4.0,8.0,41.444444444444436,30.0,56.0,1.8888888888888888,1.0,3.0,121.44000000000004,145.63636363636363,80.0,223.0,6.409090909090909,2.0,10.0,39.54545454545455,25.0,61.0,1.5909090909090908,0.0,3.0,109.7875,23.351190475,9.0,49.75,0.78690476175,0.25,1.0,10.075,5.0,14.5,0.51666666675,0.25,0.75,81.5,111.35249999999999,26.325,23.25,29.75,1.3625,1.0,1.75,10.325,8.0,12.5,0.35,0.25,0.5
"Rajiv Gandhi International Stadium, Uppal",Sunrisers Hyderabad,Mumbai Indians,2.0,33.0,10.0,0.0,5.807692307999999,4.0,0.0,1.253846154,128.3,122.32,304.984375,161.0,431.0,91.71875,54.0,151.0,10.0,1.0,5.4375,4.0,0.0,1.1875,128.39,127.63,146.78125,81.0,217.0,47.640625,27.0,86.0,128.80000000000004,146.36363636363637,78.0,229.0,5.545454545454546,1.0,10.0,46.38636363636363,18.0,75.0,1.0909090909090908,0.0,3.0,116.65000000000005,136.0,96.0,157.0,6.2727272727272725,3.0,10.0,40.27272727272727,29.0,56.0,1.4545454545454544,0.0,3.0,118.20000000000009,134.3181818181818,78.0,195.0,5.0,1.0,10.0,47.45454545454546,31.0,68.0,1.0,0.0,3.0,114.22999999999996,136.22222222222223,96.0,153.0,6.222222222222222,3.0,10.0,41.22222222222222,32.0,56.0,1.3333333333333333,0.0,3.0,123.50666666666666,30.22857143,6.0,69.0,0.819047619,0.3333333333333333,1.3333333333333333,13.039682540000001,4.333333333333333,26.333333333333332,0.48809523800000004,0.0,1.0,142.25,112.4025,26.1833333325,19.0,33.75,1.63333333325,0.75,2.75,10.7833333325,6.5,16.0,0.5,0.25,0.75
"Punjab Cricket Association Stadium, Mohali",Punjab Kings,Kolkata Knight Riders,1.0,41.0,10.0,0.0,5.625,4.0,0.0,1.303571429,135.71,130.35,321.57142860000005,135.0,447.0,96.85714286,65.0,133.0,10.0,3.0,6.160714286,4.0,0.0,1.285714286,136.07,127.94,165.6428571,67.0,240.0,47.42857143,25.0,77.0,141.98000000000005,153.91071428571428,66.0,216.0,5.678571428571428,0.0,10.0,47.17857142857142,28.0,74.0,1.25,0.0,4.0,127.40999999999997,155.85714285714286,124.0,183.0,6.857142857142858,6.0,9.0,42.0,35.0,49.0,1.4285714285714286,1.0,2.0,130.4799999999999,156.8,102.0,216.0,6.3,3.0,10.0,46.0,33.0,74.0,1.2333333333333334,0.0,4.0,126.18000000000002,157.83333333333334,124.0,183.0,7.0,6.0,9.0,42.0,35.0,49.0,1.3333333333333333,1.0,2.0,115.86333333333333,25.88888889,15.0,35.666666666666664,1.0,1.0,1.0,15.083333333333334,10.333333333333334,22.333333333333332,0.22222222233333333,0.0,0.3333333333333333,41.666666666666664,133.61,28.055555556666665,24.0,32.666666666666664,1.0,0.6666666666666666,1.3333333333333333,18.222222223333333,13.666666666666666,20.666666666666668,0.44444444433333335,0.3333333333333333,0.6666666666666666
"Punjab Cricket Association Stadium, Mohali",Kolkata Knight Riders,Punjab Kings,2.0,65.0,10.0,0.0,5.625,4.0,0.0,1.303571429,135.71,130.35,321.57142860000005,135.0,447.0,96.85714286,65.0,133.0,10.0,0.0,5.089285714,4.0,0.0,1.321428571,135.34,132.76,155.9285714,68.0,207.0,49.42857143,31.0,76.0,127.36999999999986,150.0,122.0,178.0,5.0,2.0,9.0,48.42857142857143,25.0,61.0,1.5714285714285714,0.0,4.0,148.8000000000001,160.07142857142858,67.0,240.0,5.571428571428571,0.0,10.0,47.53571428571429,25.0,65.0,1.3571428571428572,0.0,4.0,129.60999999999993,147.5,122.0,178.0,5.0,2.0,9.0,49.5,25.0,61.0,1.5,0.0,4.0,137.99999999999994,154.8,84.0,193.0,5.2,0.0,10.0,48.26666666666666,31.0,65.0,1.3666666666666667,0.0,4.0,132.715,34.482142855,4.0,62.5,0.9910714285,0.5,2.0,18.742857145000002,1.5,40.5,0.17142857150000002,0.0,1.0,68.0,141.7375,27.5,25.0,30.0,0.5,0.0,1.0,15.25,14.25,16.25,0.125,0.0,0.25
"Wankhede Stadium, Mumbai",Royal Challengers Bangalore,Mumbai Indians,1.0,49.0,10.0,0.0,6.026666667000001,5.0,0.0,1.46,133.4,121.81,321.4189189,135.0,453.0,91.54054054,57.0,170.0,10.0,1.0,6.094594595,4.0,0.0,1.3648648650000001,134.32,118.3,166.3243243,67.0,235.0,44.378378379999994,23.0,84.0,130.73000000000002,160.8,125.0,228.0,5.599999999999999,1.0,8.0,42.9,30.0,61.0,1.1,0.0,2.0,119.32000000000004,157.59701492537312,67.0,235.0,6.343283582089552,0.0,10.0,44.880597014925364,23.0,90.0,1.5820895522388063,0.0,5.0,139.86,173.4,157.0,228.0,5.400000000000001,1.0,8.0,42.6,37.0,51.0,1.2,1.0,2.0,135.26999999999992,161.83333333333334,67.0,235.0,6.233333333333332,1.0,10.0,43.13333333333333,25.0,71.0,1.5,0.0,4.0,147.61333333333334,46.293650793333335,8.333333333333334,108.33333333333333,0.7579365079999999,0.0,1.0,14.831746033333333,8.0,22.0,0.273015873,0.0,1.0,109.66666666666667,131.98666666666665,31.222222223333333,24.0,41.666666666666664,1.0833333333333333,0.0,2.6666666666666665,15.5,13.0,17.666666666666668,0.3333333333333333,0.0,0.6666666666666666
"Wankhede Stadium, Mumbai",Mumbai Indians,Royal Challengers Bangalore,2.0,51.0,10.0,0.0,6.026666667000001,5.0,0.0,1.46,133.4,121.81,321.4189189,135.0,453.0,91.54054054,57.0,170.0,10.0,0.0,6.094594595,5.0,0.0,1.567567568,132.33,125.02,154.8648649,68.0,223.0,46.93243243,17.0,100.0,117.81000000000007,154.37313432835822,58.0,215.0,5.925373134328357,1.0,10.0,42.835820895522396,15.0,78.0,1.3432835820895523,0.0,4.0,144.93000000000006,178.1,141.0,213.0,5.7,4.0,7.0,47.70000000000001,25.0,67.0,1.3999999999999997,0.0,3.0,130.77999999999997,147.56666666666666,58.0,215.0,6.0,1.0,10.0,44.9,15.0,70.0,1.5,0.0,4.0,147.81000000000026,176.19999999999996,165.0,196.0,5.2,4.0,7.0,48.6,25.0,67.0,1.0,0.0,2.0,136.33333333333334,22.5,3.0,48.0,0.8472222223333333,0.3333333333333333,1.3333333333333333,10.766666666666666,1.0,21.0,0.28888888900000004,0.0,0.6666666666666666,110.0,145.4766666666667,32.35714285666666,28.0,36.0,0.8809523810000001,0.3333333333333333,1.6666666666666667,15.222222223333333,8.333333333333334,22.666666666666668,0.5555555556666666,0.3333333333333333,1.0
Saurashtra Cricket Association Stadium,Gujarat Lions,Sunrisers Hyderabad,1.0,50.0,10.0,0.0,4.954545455,3.0,0.0,1.045454545,139.98,148.74,333.3,272.0,405.0,112.3,95.0,126.0,10.0,2.0,6.2,3.0,0.0,1.3,137.43,138.21,168.9,135.0,213.0,51.0,35.0,64.0,125.63000000000004,154.6,127.0,184.0,6.099999999999999,3.0,9.0,50.1,32.0,65.0,1.5,0.0,3.0,109.5800000000001,135.0,135.0,135.0,8.0,8.0,8.0,50.0,50.0,50.0,1.0,1.0,1.0,118.94999999999986,148.5,130.0,179.0,7.0,4.0,9.0,44.25,32.0,51.0,2.0,1.0,3.0,109.5800000000001,135.0,135.0,135.0,8.0,8.0,8.0,50.0,50.0,50.0,1.0,1.0,1.0,84.28666666666668,31.0,31.0,31.0,1.0,1.0,1.0,16.333333333333332,16.333333333333332,16.333333333333332,0.3333333333333333,0.3333333333333333,0.3333333333333333,23.0,116.72749999999999,26.75,26.75,26.75,1.75,1.75,1.75,12.5,12.5,12.5,0.25,0.25,0.25
Saurashtra Cricket Association Stadium,Sunrisers Hyderabad,Gujarat Lions,2.0,63.0,10.0,0.0,4.954545455,3.0,0.0,1.045454545,139.98,148.74,333.3,272.0,405.0,112.3,95.0,126.0,10.0,0.0,4.5,2.0,0.0,0.8,142.84,159.79,162.7,131.0,192.0,59.6,36.0,73.0,135.06000000000006,127.0,127.0,127.0,0.0,0.0,0.0,56.0,56.0,56.0,0.0,0.0,0.0,149.5199999999999,170.4,137.0,213.0,4.8,0.0,12.0,59.4,45.0,73.0,0.8,0.0,3.0,135.06000000000006,127.0,127.0,127.0,0.0,0.0,0.0,56.0,56.0,56.0,0.0,0.0,0.0,149.75999999999988,156.0,137.0,184.0,3.0,0.0,10.0,64.5,61.0,73.0,0.25,0.0,1.0,134.215,63.5,63.5,63.5,0.0,0.0,0.0,28.0,28.0,28.0,0.0,0.0,0.0,29.0,156.3175,22.75,22.75,22.75,0.0,0.0,0.0,15.75,15.75,15.75,0.0,0.0,0.0
Maharashtra Cricket Association Stadium,Royal Challengers Bangalore,Rising Pune Supergiant,1.0,48.0,10.0,1.0,5.738095238,5.0,0.0,1.523809524,134.12,126.94,322.85714289999993,151.0,409.0,94.9047619,62.0,120.0,10.0,3.0,5.857142857,5.0,0.0,1.333333333,136.65,125.90000000000002,168.66666669999998,73.0,211.0,46.76190476,29.0,69.0,111.84999999999987,139.0,92.0,173.0,6.25,3.0,9.0,40.5,35.0,46.0,1.25,1.0,2.0,136.73000000000008,162.0909090909091,73.0,205.0,6.090909090909091,2.0,10.0,51.36363636363637,32.0,72.0,1.3636363636363635,0.0,5.0,124.30000000000008,154.66666666666666,123.0,173.0,5.333333333333333,3.0,9.0,41.66666666666666,35.0,46.0,1.0,1.0,1.0,136.5500000000001,164.0,73.0,205.0,6.333333333333332,3.0,10.0,50.5,32.0,62.0,1.5,0.0,5.0,114.56666666666666,39.166666666666664,21.666666666666668,56.666666666666664,1.0,1.0,1.0,13.833333333333334,12.333333333333334,15.333333333333334,0.5,0.3333333333333333,0.6666666666666666,32.0,147.36666666666667,36.833333333333336,36.333333333333336,37.333333333333336,1.0,1.0,1.0,16.0,16.0,16.0,0.3333333333333333,0.3333333333333333,0.3333333333333333
Maharashtra Cricket Association Stadium,Rising Pune Supergiant,Royal Challengers Bangalore,2.0,36.0,10.0,1.0,5.738095238,5.0,0.0,1.523809524,134.12,126.94000000000001,322.85714289999993,151.0,409.0,94.90476190000001,62.0,120.0,10.0,1.0,5.619047619,4.0,0.0,1.714285714,131.47,127.97,154.19047619999998,78.0,198.0,48.14285714,33.0,72.0,132.77000000000007,153.1818181818182,77.0,188.0,4.818181818181818,1.0,10.0,45.63636363636363,31.0,57.0,1.5454545454545454,0.0,4.0,118.86000000000016,141.5,109.0,172.0,6.5,3.0,10.0,40.25,36.0,43.0,1.75,1.0,3.0,129.6,144.0,77.0,183.0,5.333333333333333,1.0,10.0,45.83333333333334,34.0,57.0,2.1666666666666665,1.0,4.0,114.99000000000008,136.33333333333334,109.0,172.0,7.666666666666669,4.0,10.0,39.333333333333336,36.0,42.0,2.0,1.0,3.0,83.316,17.866666666,6.6,29.6,0.8666666665999999,0.8,1.0,6.1333333334,4.0,7.4,0.5333333332000001,0.4,0.8,44.5,132.125,27.5,26.75,28.25,2.125,2.0,2.25,9.0,9.0,9.0,0.75,0.75,0.75
Feroz Shah Kotla,Delhi Capitals,Mumbai Indians,1.0,41.0,10.0,0.0,5.857142857,5.0,0.0,1.529411765,132.05,126.53000000000002,307.0166667,56.0,433.0,93.40000000000002,33.0,141.0,10.0,1.0,6.0,4.0,0.0,1.466666667,132.4,124.41000000000001,161.6333333,56.0,231.0,46.46666667,24.0,71.0,135.78000000000006,146.53571428571428,51.0,215.0,5.928571428571428,1.0,10.0,43.9107142857143,21.0,63.0,1.732142857142857,0.0,5.0,135.94999999999993,153.11111111111111,66.0,207.0,5.4444444444444455,1.0,10.0,48.0,35.0,60.0,1.4444444444444444,0.0,5.0,119.81,150.38235294117646,51.0,215.0,6.088235294117648,3.0,10.0,44.529411764705884,27.0,63.0,1.5882352941176474,0.0,3.0,137.45,169.6,95.0,207.0,4.8,1.0,10.0,45.0,38.0,54.0,1.0,0.0,3.0,121.96666666666665,24.666666666666668,4.0,50.666666666666664,1.0,1.0,1.0,9.555555556666667,4.0,14.0,0.611111111,0.3333333333333333,1.0,63.25,135.6275,29.6458333325,17.75,38.5,0.54166666675,0.25,0.75,13.0,10.0,17.5,0.3125,0.25,0.5
Feroz Shah Kotla,Mumbai Indians,Delhi Capitals,2.0,52.0,10.0,0.0,5.857142857,5.0,0.0,1.529411765,132.05,126.53000000000002,307.0166667,56.0,433.0,93.40000000000002,33.0,141.0,10.0,0.0,5.711864407,5.0,0.0,1.5932203390000002,131.67,128.7,147.84745759999998,44.0,214.0,47.72881356,22.0,73.0,127.03999999999996,156.11111111111111,88.0,201.0,6.5555555555555545,2.0,10.0,46.66666666666666,24.0,62.0,1.2222222222222223,0.0,3.0,142.2800000000001,155.32727272727269,44.0,218.0,5.672727272727273,0.0,10.0,48.56363636363636,24.0,73.0,1.3636363636363635,0.0,4.0,115.74000000000017,137.2,88.0,166.0,7.400000000000001,2.0,10.0,44.79999999999999,26.0,53.0,1.6000000000000003,1.0,3.0,136.9299999999999,148.6060606060606,44.0,202.0,5.5151515151515165,0.0,10.0,49.84848484848485,31.0,73.0,1.3939393939393938,0.0,4.0,130.99,27.902777776666667,4.333333333333333,60.0,0.8968253966666667,0.0,1.3333333333333333,13.091269843333334,3.0,26.333333333333332,0.22619047633333333,0.0,0.6666666666666666,55.5,173.76250000000002,24.0,23.0,25.0,0.75,0.25,1.25,14.0,13.0,15.0,0.25,0.25,0.25
